delta,timestamp
34,2022-02-07 22:49:34.408911
34,2022-02-07 22:49:34.442911
38,2022-02-07 22:49:34.480962
27,2022-02-07 22:49:34.508912
34,2022-02-07 22:49:34.543909
34,2022-02-07 22:49:34.579230
36,2022-02-07 22:49:34.614332
32,2022-02-07 22:49:34.646663
33,2022-02-07 22:49:34.680609
35,2022-02-07 22:49:34.715823
37,2022-02-07 22:49:34.753637
32,2022-02-07 22:49:34.786238
33,2022-02-07 22:49:34.820383
38,2022-02-07 22:49:34.857384
34,2022-02-07 22:49:34.893384
37,2022-02-07 22:49:34.929389
33,2022-02-07 22:49:34.963384
35,2022-02-07 22:49:34.999238
35,2022-02-07 22:49:35.034576
33,2022-02-07 22:49:35.069552
33,2022-02-07 22:49:35.102084
35,2022-02-07 22:49:35.137158
35,2022-02-07 22:49:35.173159
34,2022-02-07 22:49:35.206187
34,2022-02-07 22:49:35.240189
34,2022-02-07 22:49:35.275187
36,2022-02-07 22:49:35.311190
33,2022-02-07 22:49:35.345187
34,2022-02-07 22:49:35.379217
33,2022-02-07 22:49:35.412466
34,2022-02-07 22:49:35.446762
35,2022-02-07 22:49:35.481975
33,2022-02-07 22:49:35.515005
33,2022-02-07 22:49:35.548006
34,2022-02-07 22:49:35.582913
32,2022-02-07 22:49:35.615099
35,2022-02-07 22:49:35.651171
32,2022-02-07 22:49:35.682446
33,2022-02-07 22:49:35.716110
34,2022-02-07 22:49:35.751320
33,2022-02-07 22:49:35.784250
34,2022-02-07 22:49:35.819376
37,2022-02-07 22:49:35.855603
33,2022-02-07 22:49:35.888651
17,2022-02-07 22:49:35.905652
19,2022-02-07 22:49:35.924661
19,2022-02-07 22:49:35.944651
14,2022-02-07 22:49:35.958657
24,2022-02-07 22:49:35.983652
16,2022-02-07 22:49:35.999653
28,2022-02-07 22:49:36.028650
13,2022-02-07 22:49:36.042651
13,2022-02-07 22:49:36.055651
22,2022-02-07 22:49:36.078650
14,2022-02-07 22:49:36.091652
13,2022-02-07 22:49:36.104660
22,2022-02-07 22:49:36.127651
13,2022-02-07 22:49:36.140654
23,2022-02-07 22:49:36.163654
14,2022-02-07 22:49:36.178649
23,2022-02-07 22:49:36.201650
36,2022-02-07 22:49:36.237650
39,2022-02-07 22:49:36.276652
35,2022-02-07 22:49:36.311683
33,2022-02-07 22:49:36.344688
35,2022-02-07 22:49:36.379688
34,2022-02-07 22:49:36.414682
34,2022-02-07 22:49:36.449682
32,2022-02-07 22:49:36.481688
33,2022-02-07 22:49:36.516685
33,2022-02-07 22:49:36.548682
33,2022-02-07 22:49:36.582684
35,2022-02-07 22:49:36.618682
36,2022-02-07 22:49:36.653693
33,2022-02-07 22:49:36.687681
33,2022-02-07 22:49:36.720683
33,2022-02-07 22:49:36.754681
33,2022-02-07 22:49:36.787681
35,2022-02-07 22:49:36.822682
33,2022-02-07 22:49:36.856873
33,2022-02-07 22:49:36.890717
32,2022-02-07 22:49:36.922437
35,2022-02-07 22:49:36.957438
32,2022-02-07 22:49:36.990435
33,2022-02-07 22:49:37.023482
38,2022-02-07 22:49:37.061950
30,2022-02-07 22:49:37.091957
36,2022-02-07 22:49:37.128082
30,2022-02-07 22:49:37.158083
36,2022-02-07 22:49:37.194112
30,2022-02-07 22:49:37.224216
34,2022-02-07 22:49:37.258406
35,2022-02-07 22:49:37.293666
33,2022-02-07 22:49:37.327413
32,2022-02-07 22:49:37.359414
33,2022-02-07 22:49:37.392762
34,2022-02-07 22:49:37.426952
33,2022-02-07 22:49:37.459969
33,2022-02-07 22:49:37.492992
34,2022-02-07 22:49:37.527119
35,2022-02-07 22:49:37.562163
38,2022-02-07 22:49:37.600498
38,2022-02-07 22:49:37.639037
38,2022-02-07 22:49:37.678036
34,2022-02-07 22:49:37.712047
23,2022-02-07 22:49:37.737038
23,2022-02-07 22:49:37.760037
14,2022-02-07 22:49:37.775036
32,2022-02-07 22:49:37.807038
23,2022-02-07 22:49:37.830039
32,2022-02-07 22:49:37.863037
33,2022-02-07 22:49:37.896037
36,2022-02-07 22:49:37.933036
33,2022-02-07 22:49:37.966040
34,2022-02-07 22:49:38.001036
33,2022-02-07 22:49:38.034039
35,2022-02-07 22:49:38.069052
33,2022-02-07 22:49:38.103039
32,2022-02-07 22:49:38.137036
35,2022-02-07 22:49:38.173037
34,2022-02-07 22:49:38.207036
34,2022-02-07 22:49:38.241038
36,2022-02-07 22:49:38.278037
34,2022-02-07 22:49:38.312038
33,2022-02-07 22:49:38.347037
33,2022-02-07 22:49:38.380035
34,2022-02-07 22:49:38.414037
34,2022-02-07 22:49:38.449035
32,2022-02-07 22:49:38.482056
34,2022-02-07 22:49:38.516036
33,2022-02-07 22:49:38.550036
35,2022-02-07 22:49:38.584039
36,2022-02-07 22:49:38.620324
36,2022-02-07 22:49:38.656494
40,2022-02-07 22:49:38.696496
28,2022-02-07 22:49:38.724697
33,2022-02-07 22:49:38.758694
33,2022-02-07 22:49:38.791726
34,2022-02-07 22:49:38.825811
36,2022-02-07 22:49:38.861892
34,2022-02-07 22:49:38.896810
37,2022-02-07 22:49:38.933812
32,2022-02-07 22:49:38.966808
33,2022-02-07 22:49:38.999869
33,2022-02-07 22:49:39.033896
35,2022-02-07 22:49:39.067893
32,2022-02-07 22:49:39.100008
33,2022-02-07 22:49:39.133098
34,2022-02-07 22:49:39.167842
33,2022-02-07 22:49:39.201839
33,2022-02-07 22:49:39.234843
36,2022-02-07 22:49:39.270844
33,2022-02-07 22:49:39.304191
33,2022-02-07 22:49:39.337534
38,2022-02-07 22:49:39.375556
33,2022-02-07 22:49:39.408611
35,2022-02-07 22:49:39.443707
33,2022-02-07 22:49:39.476766
33,2022-02-07 22:49:39.510764
35,2022-02-07 22:49:39.545764
38,2022-02-07 22:49:39.584768
30,2022-02-07 22:49:39.614705
