execution_time,timestamp,cpu_utilization,memory_usage, cpu_temperature
11,2023-05-24 10:56:25.131391,33.7,85.6,62.0
8,2023-05-24 10:56:25.144403,88.9,85.6,62.0
9,2023-05-24 10:56:25.158294,88.5,85.6,62.0
10,2023-05-24 10:56:25.172829,89.5,85.6,62.0
9,2023-05-24 10:56:25.186388,87.5,85.6,62.0
11,2023-05-24 10:56:25.201467,81.0,85.6,62.0
9,2023-05-24 10:56:25.214399,87.0,85.6,62.0
9,2023-05-24 10:56:25.228336,84.2,85.6,62.0
9,2023-05-24 10:56:25.242332,84.0,85.6,62.0
10,2023-05-24 10:56:25.257153,83.3,85.6,62.0
9,2023-05-24 10:56:25.270403,92.3,85.6,62.0
10,2023-05-24 10:56:25.284521,78.9,85.6,62.0
9,2023-05-24 10:56:25.298835,87.5,85.6,62.0
11,2023-05-24 10:56:25.314314,84.6,85.6,62.0
8,2023-05-24 10:56:25.327002,83.3,85.6,62.0
9,2023-05-24 10:56:25.340294,89.5,85.6,62.0
10,2023-05-24 10:56:25.354374,92.0,85.6,62.0
11,2023-05-24 10:56:25.369487,86.4,85.6,62.0
11,2023-05-24 10:56:25.385373,96.0,85.6,62.0
12,2023-05-24 10:56:25.402123,93.1,85.6,62.0
16,2023-05-24 10:56:25.422504,84.4,85.6,62.0
16,2023-05-24 10:56:25.443897,84.4,85.6,62.0
18,2023-05-24 10:56:25.466850,84.6,85.6,62.0
20,2023-05-24 10:56:25.491948,84.2,85.6,62.0
15,2023-05-24 10:56:25.512865,87.5,85.6,62.0
21,2023-05-24 10:56:25.538959,84.1,85.6,62.0
37,2023-05-24 10:56:25.581565,87.5,85.6,62.0
19,2023-05-24 10:56:25.605557,91.9,85.6,62.0
20,2023-05-24 10:56:25.631427,88.6,85.6,62.0
24,2023-05-24 10:56:25.660452,86.7,85.6,62.0
20,2023-05-24 10:56:25.685304,89.7,85.6,62.0
24,2023-05-24 10:56:25.714957,88.0,85.6,62.0
22,2023-05-24 10:56:25.742953,86.4,85.6,62.0
26,2023-05-24 10:56:25.773988,88.5,85.6,62.0
26,2023-05-24 10:56:25.805960,90.2,85.6,62.0
26,2023-05-24 10:56:25.837532,88.9,85.6,62.0
33,2023-05-24 10:56:25.875811,93.7,85.6,62.0
39,2023-05-24 10:56:25.920659,92.8,85.6,62.0
32,2023-05-24 10:56:25.958786,85.7,85.6,62.0
35,2023-05-24 10:56:25.999314,85.9,85.6,62.0
33,2023-05-24 10:56:26.037611,86.2,85.6,62.0
33,2023-05-24 10:56:26.076052,88.5,85.6,62.0
38,2023-05-24 10:56:26.119415,88.4,85.6,62.0
38,2023-05-24 10:56:26.163100,88.2,85.6,62.0
37,2023-05-24 10:56:26.205568,86.2,85.6,62.0
29,2023-05-24 10:56:26.240025,87.7,85.6,62.0
34,2023-05-24 10:56:26.278700,95.3,85.6,62.0
35,2023-05-24 10:56:26.318970,96.9,85.6,62.0
39,2023-05-24 10:56:26.363022,91.4,85.6,62.0
41,2023-05-24 10:56:26.409722,92.1,85.6,62.0
35,2023-05-24 10:56:26.450104,85.7,85.6,62.0
32,2023-05-24 10:56:26.487546,91.1,85.6,62.0
32,2023-05-24 10:56:26.524761,93.1,85.6,62.0
32,2023-05-24 10:56:26.573147,97.4,85.6,62.0
52,2023-05-24 10:56:26.631162,87.5,85.6,64.0
44,2023-05-24 10:56:26.681377,84.2,85.6,64.0
43,2023-05-24 10:56:26.729325,89.5,85.6,64.0
39,2023-05-24 10:56:26.773830,89.5,85.6,64.0
39,2023-05-24 10:56:26.818682,91.4,85.6,64.0
35,2023-05-24 10:56:26.859736,85.7,85.6,64.0
32,2023-05-24 10:56:26.897157,89.7,85.6,64.0
32,2023-05-24 10:56:26.934197,90.3,85.6,64.0
32,2023-05-24 10:56:26.971890,87.7,85.6,64.0
29,2023-05-24 10:56:27.006532,94.5,85.6,64.0
32,2023-05-24 10:56:27.044095,89.8,85.6,64.0
29,2023-05-24 10:56:27.078229,89.3,85.6,64.0
32,2023-05-24 10:56:27.115206,92.9,85.6,64.0
32,2023-05-24 10:56:27.152765,91.4,85.6,64.0
30,2023-05-24 10:56:27.188643,91.1,85.6,64.0
33,2023-05-24 10:56:27.227075,93.7,85.6,64.0
32,2023-05-24 10:56:27.264662,87.9,85.6,64.0
32,2023-05-24 10:56:27.302184,90.5,85.6,64.0
32,2023-05-24 10:56:27.340101,89.5,85.6,64.0
32,2023-05-24 10:56:27.377513,84.5,85.6,64.0
27,2023-05-24 10:56:27.409543,96.1,85.6,64.0
30,2023-05-24 10:56:27.445025,94.7,85.6,64.0
30,2023-05-24 10:56:27.479873,91.1,85.6,64.0
26,2023-05-24 10:56:27.511348,95.8,85.6,64.0
26,2023-05-24 10:56:27.542807,94.1,85.6,64.0
26,2023-05-24 10:56:27.583204,84.6,85.6,64.0
32,2023-05-24 10:56:27.619939,91.7,85.6,64.0
35,2023-05-24 10:56:27.660513,92.2,85.6,64.0
38,2023-05-24 10:56:27.703918,88.2,85.6,64.0
38,2023-05-24 10:56:27.747042,91.7,85.6,64.0
38,2023-05-24 10:56:27.789990,81.4,85.6,64.0
37,2023-05-24 10:56:27.832779,87.3,85.6,64.0
32,2023-05-24 10:56:27.869420,85.0,85.6,64.0
32,2023-05-24 10:56:27.906915,91.8,85.6,64.0
24,2023-05-24 10:56:27.936437,93.5,85.6,64.0
30,2023-05-24 10:56:27.971743,93.1,85.6,64.0
29,2023-05-24 10:56:28.005803,89.5,85.6,64.0
27,2023-05-24 10:56:28.037665,90.4,85.6,64.0
27,2023-05-24 10:56:28.069810,88.0,85.6,64.0
27,2023-05-24 10:56:28.101407,88.9,85.6,64.0
27,2023-05-24 10:56:28.133384,96.1,85.6,64.0
30,2023-05-24 10:56:28.178985,88.5,85.6,64.0
29,2023-05-24 10:56:28.213219,86.5,85.6,64.0
29,2023-05-24 10:56:28.247779,89.7,85.6,64.0
29,2023-05-24 10:56:28.281998,85.5,85.6,64.0
29,2023-05-24 10:56:28.316481,90.7,85.6,64.0
29,2023-05-24 10:56:28.350891,91.1,85.6,64.0
29,2023-05-24 10:56:28.385412,86.5,85.6,64.0
29,2023-05-24 10:56:28.420409,87.9,85.6,64.0
29,2023-05-24 10:56:28.454838,89.1,85.6,64.0
29,2023-05-24 10:56:28.489003,84.6,85.6,64.0
34,2023-05-24 10:56:28.528939,92.1,85.6,64.0
35,2023-05-24 10:56:28.569052,87.5,85.6,64.0
33,2023-05-24 10:56:28.607545,87.1,85.6,64.0
30,2023-05-24 10:56:28.642687,93.0,85.6,64.0
32,2023-05-24 10:56:28.680391,84.7,85.6,64.0
32,2023-05-24 10:56:28.717985,88.5,85.6,63.0
33,2023-05-24 10:56:28.768397,85.3,85.6,63.0
36,2023-05-24 10:56:28.809090,86.2,85.6,63.0
31,2023-05-24 10:56:28.845476,89.3,85.6,63.0
30,2023-05-24 10:56:28.880976,84.7,85.6,63.0
27,2023-05-24 10:56:28.913557,84.0,85.6,63.0
25,2023-05-24 10:56:28.943597,94.1,85.6,63.0
39,2023-05-24 10:56:28.987794,86.8,85.6,63.0
30,2023-05-24 10:56:29.023369,89.7,85.6,63.0
27,2023-05-24 10:56:29.055610,92.0,85.6,63.0
28,2023-05-24 10:56:29.089061,86.0,85.6,63.0
35,2023-05-24 10:56:29.129303,87.5,85.6,63.0
30,2023-05-24 10:56:29.164820,93.0,85.6,63.0
26,2023-05-24 10:56:29.195592,90.0,85.6,63.0
30,2023-05-24 10:56:29.230590,92.9,85.6,63.0
30,2023-05-24 10:56:29.265967,89.7,85.6,63.0
27,2023-05-24 10:56:29.298382,88.2,85.6,63.0
26,2023-05-24 10:56:29.330049,90.2,85.6,63.0
28,2023-05-24 10:56:29.363607,86.5,85.6,63.0
25,2023-05-24 10:56:29.393648,89.8,85.6,63.0
25,2023-05-24 10:56:29.423098,93.3,85.6,63.0
32,2023-05-24 10:56:29.460134,91.2,85.6,63.0
30,2023-05-24 10:56:29.495538,83.9,85.6,63.0
56,2023-05-24 10:56:29.558037,81.8,85.6,63.0
24,2023-05-24 10:56:29.587892,87.0,85.6,63.0
33,2023-05-24 10:56:29.626823,90.3,85.6,63.0
26,2023-05-24 10:56:29.658050,94.2,85.6,63.0
28,2023-05-24 10:56:29.691490,90.0,85.6,63.0
23,2023-05-24 10:56:29.719129,93.0,85.6,63.0
27,2023-05-24 10:56:29.750600,90.4,85.6,63.0
25,2023-05-24 10:56:29.781431,88.9,85.6,63.0
22,2023-05-24 10:56:29.809559,90.9,85.6,63.0
26,2023-05-24 10:56:29.840131,96.0,85.6,63.0
32,2023-05-24 10:56:29.886290,88.0,85.6,63.0
30,2023-05-24 10:56:29.921165,88.9,85.6,63.0
30,2023-05-24 10:56:29.956225,91.2,85.6,63.0
28,2023-05-24 10:56:29.990026,85.5,85.6,63.0
27,2023-05-24 10:56:30.021986,84.6,85.6,63.0
32,2023-05-24 10:56:30.059000,91.2,85.6,63.0
30,2023-05-24 10:56:30.094676,86.7,85.6,63.0
30,2023-05-24 10:56:30.129932,93.0,85.6,63.0
30,2023-05-24 10:56:30.165466,94.2,85.6,63.0
29,2023-05-24 10:56:30.200073,86.0,85.6,63.0
28,2023-05-24 10:56:30.233409,88.0,85.6,63.0
28,2023-05-24 10:56:30.267514,88.1,85.6,63.0
27,2023-05-24 10:56:30.300560,87.5,85.6,63.0
30,2023-05-24 10:56:30.335084,91.2,85.6,63.0
32,2023-05-24 10:56:30.372365,89.5,85.6,63.0
30,2023-05-24 10:56:30.408032,83.9,85.6,63.0
29,2023-05-24 10:56:30.442383,87.7,85.6,63.0
29,2023-05-24 10:56:30.477409,86.5,85.6,63.0
30,2023-05-24 10:56:30.512455,85.7,85.6,63.0
30,2023-05-24 10:56:30.547205,91.2,85.6,63.0
32,2023-05-24 10:56:30.584232,89.7,85.6,63.0
29,2023-05-24 10:56:30.619466,83.9,85.6,63.0
37,2023-05-24 10:56:30.662028,90.0,85.6,63.0
27,2023-05-24 10:56:30.694962,86.8,85.6,63.0
30,2023-05-24 10:56:30.729933,87.9,85.6,63.0
28,2023-05-24 10:56:30.762867,90.2,85.6,63.0
32,2023-05-24 10:56:30.800024,82.8,85.6,63.0
30,2023-05-24 10:56:30.835028,87.5,85.6,63.0
32,2023-05-24 10:56:30.872875,84.7,85.6,63.0
30,2023-05-24 10:56:30.908545,86.2,85.6,63.0
32,2023-05-24 10:56:30.945681,90.5,85.6,63.0
32,2023-05-24 10:56:30.982853,86.2,85.6,63.0
30,2023-05-24 10:56:31.018003,84.5,85.6,63.0
32,2023-05-24 10:56:31.055305,87.7,85.6,63.0
27,2023-05-24 10:56:31.088020,82.7,85.6,63.0
27,2023-05-24 10:56:31.120581,86.0,85.6,63.0
27,2023-05-24 10:56:31.152523,94.0,85.6,63.0
31,2023-05-24 10:56:31.201520,86.1,85.6,63.0
27,2023-05-24 10:56:31.234015,87.9,85.6,63.0
27,2023-05-24 10:56:31.266459,90.2,85.6,63.0
27,2023-05-24 10:56:31.298778,86.3,85.6,63.0
30,2023-05-24 10:56:31.333643,87.9,85.6,63.0
30,2023-05-24 10:56:31.368758,90.6,85.6,63.0
29,2023-05-24 10:56:31.402886,89.7,85.6,63.0
29,2023-05-24 10:56:31.436965,88.7,85.6,63.0
30,2023-05-24 10:56:31.472412,89.3,85.6,63.0
27,2023-05-24 10:56:31.504825,82.4,85.6,63.0
27,2023-05-24 10:56:31.536785,87.8,85.6,63.0
30,2023-05-24 10:56:31.572009,91.7,85.6,63.0
30,2023-05-24 10:56:31.607319,87.5,85.6,63.0
29,2023-05-24 10:56:31.640922,92.3,85.6,63.0
37,2023-05-24 10:56:31.683655,87.0,85.6,63.0
29,2023-05-24 10:56:31.718846,84.2,85.6,63.0
27,2023-05-24 10:56:31.751007,90.0,85.6,63.0
35,2023-05-24 10:56:31.791016,87.3,85.6,63.0
34,2023-05-24 10:56:31.830705,86.2,85.6,63.0
34,2023-05-24 10:56:31.870030,88.9,85.6,63.0
32,2023-05-24 10:56:31.907428,82.8,85.6,63.0
27,2023-05-24 10:56:31.940141,86.3,85.6,63.0
30,2023-05-24 10:56:31.975393,91.2,85.6,63.0
31,2023-05-24 10:56:32.011483,93.2,85.6,63.0
35,2023-05-24 10:56:32.051416,92.3,85.6,63.0
38,2023-05-24 10:56:32.094494,85.7,85.6,63.0
33,2023-05-24 10:56:32.133286,81.0,85.6,63.0
35,2023-05-24 10:56:32.174311,88.4,85.6,63.0
33,2023-05-24 10:56:32.213374,83.1,85.6,63.0
33,2023-05-24 10:56:32.252458,89.2,85.6,63.0
30,2023-05-24 10:56:32.300419,83.1,85.6,63.0
32,2023-05-24 10:56:32.337524,82.8,85.6,63.0
31,2023-05-24 10:56:32.374631,88.7,85.6,63.0
29,2023-05-24 10:56:32.409683,82.5,85.6,63.0
29,2023-05-24 10:56:32.444350,88.2,85.6,63.0
32,2023-05-24 10:56:32.481798,90.5,85.6,63.0
28,2023-05-24 10:56:32.514922,86.3,85.6,63.0
30,2023-05-24 10:56:32.550014,89.5,85.6,63.0
31,2023-05-24 10:56:32.586593,89.5,85.6,63.0
23,2023-05-24 10:56:32.614960,90.9,85.6,63.0
27,2023-05-24 10:56:32.646866,92.5,85.6,63.0
29,2023-05-24 10:56:32.681201,94.3,85.6,63.0
27,2023-05-24 10:56:32.713517,90.2,85.6,63.0
28,2023-05-24 10:56:32.745980,89.3,85.6,63.0
30,2023-05-24 10:56:32.781258,88.5,85.6,63.0
27,2023-05-24 10:56:32.813899,85.7,85.6,63.0
28,2023-05-24 10:56:32.846803,86.0,85.6,63.0
28,2023-05-24 10:56:32.880225,92.3,85.6,63.0
27,2023-05-24 10:56:32.913494,88.0,85.6,63.0
