execution_time,timestamp,cpu_utilization,memory_usage, cpu_temperature
10,2023-05-24 11:03:36.727480,0,0,0
12,2023-05-24 11:03:36.791178,0,0,0
9,2023-05-24 11:03:36.829099,0,0,0
9,2023-05-24 11:03:36.886383,0,0,0
10,2023-05-24 11:03:36.915448,0,0,0
18,2023-05-24 11:03:36.982508,0,0,0
8,2023-05-24 11:03:37.022653,0,0,0
9,2023-05-24 11:03:37.058656,0,0,0
10,2023-05-24 11:03:37.117142,0,0,0
10,2023-05-24 11:03:37.146798,0,0,0
32,2023-05-24 11:03:37.198669,0,0,0
11,2023-05-24 11:03:37.257890,0,0,0
16,2023-05-24 11:03:37.293739,0,0,0
16,2023-05-24 11:03:37.329837,0,0,0
32,2023-05-24 11:03:37.381086,0,0,0
15,2023-05-24 11:03:37.429957,0,0,0
16,2023-05-24 11:03:37.483980,0,0,0
13,2023-05-24 11:03:37.556803,0,0,0
13,2023-05-24 11:03:37.586264,0,0,0
19,2023-05-24 11:03:37.649147,0,0,0
13,2023-05-24 11:03:37.682393,0,0,0
13,2023-05-24 11:03:37.740820,0,0,0
14,2023-05-24 11:03:37.770949,0,0,0
15,2023-05-24 11:03:37.812531,0,0,0
15,2023-05-24 11:03:37.871336,0,0,0
15,2023-05-24 11:03:37.917266,0,0,0
13,2023-05-24 11:03:37.953189,0,0,0
21,2023-05-24 11:03:37.989479,0,0,0
10,2023-05-24 11:03:38.025431,0,0,0
23,2023-05-24 11:03:38.092539,0,0,0
13,2023-05-24 11:03:38.126624,0,0,0
11,2023-05-24 11:03:38.165056,0,0,0
11,2023-05-24 11:03:38.221049,0,0,0
11,2023-05-24 11:03:38.254756,0,0,0
21,2023-05-24 11:03:38.296212,0,0,0
14,2023-05-24 11:03:38.356971,0,0,0
14,2023-05-24 11:03:38.408028,0,0,0
16,2023-05-24 11:03:38.461047,0,0,0
10,2023-05-24 11:03:38.492113,0,0,0
11,2023-05-24 11:03:38.529520,0,0,0
8,2023-05-24 11:03:38.601451,0,0,0
