execution_time,timestamp,cpu_utilization,memory_usage, cpu_temperature
0,2023-05-24 11:03:36.771283,0,0,0
0,2023-05-24 11:03:36.815849,0,0,0
0,2023-05-24 11:03:36.873498,0,0,0
0,2023-05-24 11:03:36.900722,0,0,0
0,2023-05-24 11:03:36.959242,0,0,0
0,2023-05-24 11:03:37.009336,0,0,0
0,2023-05-24 11:03:37.044693,0,0,0
0,2023-05-24 11:03:37.102954,0,0,0
0,2023-05-24 11:03:37.131936,0,0,0
0,2023-05-24 11:03:37.161364,0,0,0
0,2023-05-24 11:03:37.241059,0,0,0
0,2023-05-24 11:03:37.272857,0,0,0
0,2023-05-24 11:03:37.309313,0,0,0
0,2023-05-24 11:03:37.345182,0,0,0
0,2023-05-24 11:03:37.410011,0,0,0
0,2023-05-24 11:03:37.463521,0,0,0
0,2023-05-24 11:03:37.539157,0,0,0
0,2023-05-24 11:03:37.568740,0,0,0
0,2023-05-24 11:03:37.625981,0,0,0
0,2023-05-24 11:03:37.664513,0,0,0
0,2023-05-24 11:03:37.723071,0,0,0
0,2023-05-24 11:03:37.751886,0,0,0
0,2023-05-24 11:03:37.792633,0,0,0
0,2023-05-24 11:03:37.850933,0,0,0
0,2023-05-24 11:03:37.897610,0,0,0
0,2023-05-24 11:03:37.936369,0,0,0
0,2023-05-24 11:03:37.964634,0,0,0
0,2023-05-24 11:03:38.010716,0,0,0
0,2023-05-24 11:03:38.064829,0,0,0
0,2023-05-24 11:03:38.108743,0,0,0
0,2023-05-24 11:03:38.148704,0,0,0
0,2023-05-24 11:03:38.205297,0,0,0
0,2023-05-24 11:03:38.238964,0,0,0
0,2023-05-24 11:03:38.269043,0,0,0
0,2023-05-24 11:03:38.338328,0,0,0
0,2023-05-24 11:03:38.387673,0,0,0
0,2023-05-24 11:03:38.438858,0,0,0
0,2023-05-24 11:03:38.476234,0,0,0
0,2023-05-24 11:03:38.511270,0,0,0
0,2023-05-24 11:03:38.589508,0,0,0
0,2023-05-24 11:03:38.615652,0,0,0
0,2023-05-24 11:03:38.655591,0,0,0
0,2023-05-24 11:03:38.700175,0,0,0
0,2023-05-24 11:03:38.772641,0,0,0
0,2023-05-24 11:03:38.877821,0,0,0
0,2023-05-24 11:03:38.965254,0,0,0
0,2023-05-24 11:03:39.062772,0,0,0
0,2023-05-24 11:03:39.184401,0,0,0
0,2023-05-24 11:03:39.353588,0,0,0
0,2023-05-24 11:03:39.549731,0,0,0
0,2023-05-24 11:03:39.700451,0,0,0
0,2023-05-24 11:03:39.852908,0,0,0
0,2023-05-24 11:03:39.960725,0,0,0
0,2023-05-24 11:03:40.061913,0,0,0
1,2023-05-24 11:03:40.179139,0,0,0
1,2023-05-24 11:03:40.331918,0,0,0
1,2023-05-24 11:03:40.479555,0,0,0
0,2023-05-24 11:03:40.625498,0,0,0
6,2023-05-24 11:03:40.766926,0,0,0
1,2023-05-24 11:03:40.958340,0,0,0
1,2023-05-24 11:03:41.144320,0,0,0
1,2023-05-24 11:03:41.331737,0,0,0
0,2023-05-24 11:03:41.453278,0,0,0
0,2023-05-24 11:03:41.627645,0,0,0
0,2023-05-24 11:03:41.780077,0,0,0
0,2023-05-24 11:03:41.918170,0,0,0
0,2023-05-24 11:03:42.027749,0,0,0
0,2023-05-24 11:03:42.182888,0,0,0
0,2023-05-24 11:03:42.343714,0,0,0
0,2023-05-24 11:03:42.536013,0,0,0
0,2023-05-24 11:03:42.680825,0,0,0
0,2023-05-24 11:03:42.808495,0,0,0
0,2023-05-24 11:03:43.010055,0,0,0
0,2023-05-24 11:03:43.152253,0,0,0
0,2023-05-24 11:03:43.307789,0,0,0
0,2023-05-24 11:03:43.455719,0,0,0
0,2023-05-24 11:03:43.621745,0,0,0
0,2023-05-24 11:03:43.735436,0,0,0
0,2023-05-24 11:03:43.854493,0,0,0
0,2023-05-24 11:03:43.993574,0,0,0
0,2023-05-24 11:03:44.126035,0,0,0
1,2023-05-24 11:03:44.325862,0,0,0
0,2023-05-24 11:03:44.511768,0,0,0
0,2023-05-24 11:03:44.667060,0,0,0
1,2023-05-24 11:03:44.856101,0,0,0
1,2023-05-24 11:03:45.016353,0,0,0
1,2023-05-24 11:03:45.175963,0,0,0
1,2023-05-24 11:03:45.335033,0,0,0
1,2023-05-24 11:03:45.465636,0,0,0
1,2023-05-24 11:03:45.624988,0,0,0
0,2023-05-24 11:03:45.793675,0,0,0
1,2023-05-24 11:03:45.984350,0,0,0
1,2023-05-24 11:03:46.084957,0,0,0
1,2023-05-24 11:03:46.216669,0,0,0
1,2023-05-24 11:03:46.379834,0,0,0
2,2023-05-24 11:03:46.537393,0,0,0
1,2023-05-24 11:03:46.675790,0,0,0
0,2023-05-24 11:03:46.815264,0,0,0
0,2023-05-24 11:03:46.939581,0,0,0
0,2023-05-24 11:03:47.081878,0,0,0
1,2023-05-24 11:03:47.271744,0,0,0
1,2023-05-24 11:03:47.353985,0,0,0
1,2023-05-24 11:03:47.503338,0,0,0
1,2023-05-24 11:03:47.665674,0,0,0
