rtt,timestamp
0.0227,2022-01-27 17:08:13.966102+00:00
0.0227,2022-01-27 17:08:13.966102+00:00
0.0229,2022-01-27 17:08:15.464243+00:00
0.0229,2022-01-27 17:08:15.464243+00:00
0.0245,2022-01-27 17:08:16.352733+00:00
0.0245,2022-01-27 17:08:16.352733+00:00
0.0259,2022-01-27 17:08:17.658410+00:00
0.0259,2022-01-27 17:08:17.658410+00:00
0.0276,2022-01-27 17:08:18.599388+00:00
0.029,2022-01-27 17:08:19.230089+00:00
0.029,2022-01-27 17:08:19.230089+00:00
0.029,2022-01-27 17:08:19.230089+00:00
0.0292,2022-01-27 17:08:20.393525+00:00
0.0283,2022-01-27 17:08:21.129658+00:00
0.029,2022-01-27 17:08:21.814009+00:00
0.029,2022-01-27 17:08:21.814009+00:00
0.0297,2022-01-27 17:08:22.505657+00:00
0.0288,2022-01-27 17:08:23.178725+00:00
0.0297,2022-01-27 17:08:23.759067+00:00
0.0302,2022-01-27 17:08:24.408997+00:00
0.0302,2022-01-27 17:08:24.408997+00:00
0.0302,2022-01-27 17:08:24.408997+00:00
0.0291,2022-01-27 17:08:25.587607+00:00
0.0291,2022-01-27 17:08:25.587607+00:00
0.0282,2022-01-27 17:08:26.684790+00:00
0.0277,2022-01-27 17:08:27.210656+00:00
0.028,2022-01-27 17:08:28.079396+00:00
0.028,2022-01-27 17:08:28.079396+00:00
0.0275,2022-01-27 17:08:29.002142+00:00
0.0275,2022-01-27 17:08:29.002142+00:00
0.0275,2022-01-27 17:08:29.002142+00:00
0.0269,2022-01-27 17:08:30.249456+00:00
0.0269,2022-01-27 17:08:30.249456+00:00
0.0267,2022-01-27 17:08:31.674090+00:00
0.0267,2022-01-27 17:08:31.674090+00:00
0.0283,2022-01-27 17:08:32.809178+00:00
0.0283,2022-01-27 17:08:32.809178+00:00
0.0283,2022-01-27 17:08:32.809178+00:00
0.0276,2022-01-27 17:08:34.066807+00:00
0.027,2022-01-27 17:08:34.814163+00:00
0.027,2022-01-27 17:08:34.814163+00:00
0.027,2022-01-27 17:08:34.814163+00:00
0.0277,2022-01-27 17:08:35.996018+00:00
0.0277,2022-01-27 17:08:35.996018+00:00
0.0273,2022-01-27 17:08:37.294967+00:00
0.0268,2022-01-27 17:08:37.922865+00:00
0.0268,2022-01-27 17:08:37.922865+00:00
0.0268,2022-01-27 17:08:37.922865+00:00
0.0265,2022-01-27 17:08:39.116966+00:00
0.0263,2022-01-27 17:08:39.818991+00:00
0.0263,2022-01-27 17:08:39.818991+00:00
0.026,2022-01-27 17:08:40.812668+00:00
0.026,2022-01-27 17:08:40.812668+00:00
0.0258,2022-01-27 17:08:42.202531+00:00
0.0258,2022-01-27 17:08:42.202531+00:00
0.0258,2022-01-27 17:08:42.202531+00:00
0.0255,2022-01-27 17:08:43.446965+00:00
0.0252,2022-01-27 17:08:43.962206+00:00
0.0252,2022-01-27 17:08:43.962206+00:00
0.0251,2022-01-27 17:08:45.324786+00:00
