execution_time,timestamp
0,2022-03-02 13:07:20.214909
0,2022-03-02 13:07:20.388912
0,2022-03-02 13:07:20.561908
1,2022-03-02 13:07:20.680911
0,2022-03-02 13:07:20.801912
0,2022-03-02 13:07:20.931914
0,2022-03-02 13:07:21.092911
0,2022-03-02 13:07:21.267929
0,2022-03-02 13:07:21.392910
0,2022-03-02 13:07:21.534912
0,2022-03-02 13:07:21.662910
0,2022-03-02 13:07:21.895910
0,2022-03-02 13:07:22.111913
0,2022-03-02 13:07:22.257911
0,2022-03-02 13:07:22.419909
0,2022-03-02 13:07:22.573909
1,2022-03-02 13:07:22.699911
0,2022-03-02 13:07:22.842912
0,2022-03-02 13:07:22.991911
0,2022-03-02 13:07:23.117912
0,2022-03-02 13:07:23.247909
0,2022-03-02 13:07:23.406912
0,2022-03-02 13:07:23.525913
0,2022-03-02 13:07:23.693909
0,2022-03-02 13:07:23.854911
0,2022-03-02 13:07:24.004915
0,2022-03-02 13:07:24.145910
0,2022-03-02 13:07:24.281909
0,2022-03-02 13:07:24.405910
0,2022-03-02 13:07:24.530910
0,2022-03-02 13:07:24.668909
0,2022-03-02 13:07:24.787910
0,2022-03-02 13:07:24.907911
0,2022-03-02 13:07:25.024911
0,2022-03-02 13:07:25.148911
0,2022-03-02 13:07:25.265910
0,2022-03-02 13:07:25.425910
0,2022-03-02 13:07:25.603910
0,2022-03-02 13:07:25.763912
0,2022-03-02 13:07:25.887910
0,2022-03-02 13:07:26.014910
0,2022-03-02 13:07:26.154909
0,2022-03-02 13:07:26.279910
0,2022-03-02 13:07:26.410910
0,2022-03-02 13:07:26.565910
0,2022-03-02 13:07:26.764911
0,2022-03-02 13:07:26.893910
0,2022-03-02 13:07:27.016913
0,2022-03-02 13:07:27.145911
0,2022-03-02 13:07:27.273911
0,2022-03-02 13:07:27.450914
0,2022-03-02 13:07:27.589910
0,2022-03-02 13:07:27.705908
0,2022-03-02 13:07:27.824910
0,2022-03-02 13:07:27.944907
1,2022-03-02 13:07:28.075911
1,2022-03-02 13:07:28.196909
0,2022-03-02 13:07:28.318911
1,2022-03-02 13:07:28.510908
1,2022-03-02 13:07:28.627910
0,2022-03-02 13:07:28.755909
1,2022-03-02 13:07:28.873910
0,2022-03-02 13:07:28.991910
0,2022-03-02 13:07:29.134911
0,2022-03-02 13:07:29.251910
0,2022-03-02 13:07:29.375911
0,2022-03-02 13:07:29.504910
0,2022-03-02 13:07:29.622911
0,2022-03-02 13:07:29.740912
0,2022-03-02 13:07:29.903911
0,2022-03-02 13:07:30.103909
0,2022-03-02 13:07:30.220909
0,2022-03-02 13:07:30.375909
0,2022-03-02 13:07:30.497910
0,2022-03-02 13:07:30.661910
0,2022-03-02 13:07:30.780911
0,2022-03-02 13:07:30.937911
0,2022-03-02 13:07:31.089910
0,2022-03-02 13:07:31.294920
0,2022-03-02 13:07:31.483910
0,2022-03-02 13:07:31.614910
0,2022-03-02 13:07:31.732911
0,2022-03-02 13:07:31.861910
0,2022-03-02 13:07:32.030909
0,2022-03-02 13:07:32.150907
0,2022-03-02 13:07:32.326908
1,2022-03-02 13:07:32.446910
1,2022-03-02 13:07:32.582912
0,2022-03-02 13:07:32.703910
1,2022-03-02 13:07:32.891911
1,2022-03-02 13:07:33.016916
1,2022-03-02 13:07:33.136913
0,2022-03-02 13:07:33.259909
0,2022-03-02 13:07:33.398908
0,2022-03-02 13:07:33.518910
0,2022-03-02 13:07:33.637912
1,2022-03-02 13:07:33.756911
0,2022-03-02 13:07:33.878909
0,2022-03-02 13:07:34.005910
0,2022-03-02 13:07:34.124911
0,2022-03-02 13:07:34.261909
1,2022-03-02 13:07:34.426909
1,2022-03-02 13:07:34.549910
0,2022-03-02 13:07:34.668910
1,2022-03-02 13:07:34.789912
1,2022-03-02 13:07:34.908912
2,2022-03-02 13:07:35.075910
1,2022-03-02 13:07:35.202914
0,2022-03-02 13:07:35.344909
0,2022-03-02 13:07:35.471910
0,2022-03-02 13:07:35.626911
0,2022-03-02 13:07:35.757910
0,2022-03-02 13:07:35.878911
0,2022-03-02 13:07:35.999911
0,2022-03-02 13:07:36.186913
0,2022-03-02 13:07:36.307910
0,2022-03-02 13:07:36.429910
0,2022-03-02 13:07:36.579910
0,2022-03-02 13:07:36.735921
0,2022-03-02 13:07:36.903912
0,2022-03-02 13:07:37.023911
1,2022-03-02 13:07:37.148913
0,2022-03-02 13:07:37.273912
0,2022-03-02 13:07:37.394910
0,2022-03-02 13:07:37.571913
0,2022-03-02 13:07:37.730909
1,2022-03-02 13:07:37.849912
0,2022-03-02 13:07:37.981910
0,2022-03-02 13:07:38.021909
0,2022-03-02 13:07:38.062908
0,2022-03-02 13:07:38.182910
0,2022-03-02 13:07:38.220913
0,2022-03-02 13:07:38.350911
0,2022-03-02 13:07:38.468911
0,2022-03-02 13:07:38.588910
0,2022-03-02 13:07:38.707910
0,2022-03-02 13:07:38.828909
0,2022-03-02 13:07:38.946908
0,2022-03-02 13:07:39.071910
0,2022-03-02 13:07:39.191911
0,2022-03-02 13:07:39.312910
0,2022-03-02 13:07:39.430912
0,2022-03-02 13:07:39.555910
0,2022-03-02 13:07:39.673911
0,2022-03-02 13:07:39.795910
0,2022-03-02 13:07:39.916910
0,2022-03-02 13:07:40.045910
0,2022-03-02 13:07:40.176910
0,2022-03-02 13:07:40.301909
0,2022-03-02 13:07:40.422910
0,2022-03-02 13:07:40.543910
0,2022-03-02 13:07:40.663911
1,2022-03-02 13:07:40.797911
1,2022-03-02 13:07:40.918910
0,2022-03-02 13:07:41.061908
1,2022-03-02 13:07:41.232911
0,2022-03-02 13:07:41.389908
0,2022-03-02 13:07:41.508911
1,2022-03-02 13:07:41.672911
0,2022-03-02 13:07:41.810911
1,2022-03-02 13:07:41.965913
0,2022-03-02 13:07:42.086910
1,2022-03-02 13:07:42.206912
0,2022-03-02 13:07:42.331910
1,2022-03-02 13:07:42.452912
1,2022-03-02 13:07:42.571909
1,2022-03-02 13:07:42.698910
0,2022-03-02 13:07:42.814915
0,2022-03-02 13:07:42.932910
0,2022-03-02 13:07:43.049911
0,2022-03-02 13:07:43.203911
0,2022-03-02 13:07:43.335911
0,2022-03-02 13:07:43.476910
0,2022-03-02 13:07:43.615913
0,2022-03-02 13:07:43.734910
0,2022-03-02 13:07:43.865912
0,2022-03-02 13:07:44.003911
0,2022-03-02 13:07:44.182914
0,2022-03-02 13:07:44.309911
0,2022-03-02 13:07:44.431911
1,2022-03-02 13:07:44.563912
0,2022-03-02 13:07:44.726911
0,2022-03-02 13:07:44.846911
0,2022-03-02 13:07:44.975909
0,2022-03-02 13:07:45.096910
0,2022-03-02 13:07:45.301910
0,2022-03-02 13:07:45.471911
0,2022-03-02 13:07:45.621910
0,2022-03-02 13:07:45.741910
0,2022-03-02 13:07:45.860910
0,2022-03-02 13:07:45.982909
0,2022-03-02 13:07:46.114909
0,2022-03-02 13:07:46.245910
0,2022-03-02 13:07:46.368911
0,2022-03-02 13:07:46.487911
0,2022-03-02 13:07:46.605910
0,2022-03-02 13:07:46.797914
0,2022-03-02 13:07:46.921909
0,2022-03-02 13:07:47.039923
0,2022-03-02 13:07:47.078911
0,2022-03-02 13:07:47.204910
0,2022-03-02 13:07:47.326910
0,2022-03-02 13:07:47.548910
0,2022-03-02 13:07:47.665913
0,2022-03-02 13:07:47.781911
0,2022-03-02 13:07:47.900911
0,2022-03-02 13:07:48.039911
0,2022-03-02 13:07:48.211910
0,2022-03-02 13:07:48.341911
0,2022-03-02 13:07:48.512926
0,2022-03-02 13:07:48.705908
0,2022-03-02 13:07:48.899911
0,2022-03-02 13:07:49.095908
0,2022-03-02 13:07:49.313914
0,2022-03-02 13:07:49.530913
0,2022-03-02 13:07:49.753912
