execution_time,timestamp
0,2023-05-23 18:05:38.471235,5.7,78.2
0,2023-05-23 18:05:38.481535,5.7,78.2
0,2023-05-23 18:05:38.492926,5.7,78.2
0,2023-05-23 18:05:38.502449,5.7,78.2
0,2023-05-23 18:05:38.513325,5.7,78.2
0,2023-05-23 18:05:38.522788,5.7,78.2
0,2023-05-23 18:05:38.533726,5.7,78.2
0,2023-05-23 18:05:38.543883,5.7,78.2
0,2023-05-23 18:05:38.554573,5.7,78.2
0,2023-05-23 18:05:38.564614,5.7,78.2
0,2023-05-23 18:05:38.574780,5.7,78.2
0,2023-05-23 18:05:38.585308,5.7,78.2
0,2023-05-23 18:05:38.595687,5.7,78.2
0,2023-05-23 18:05:38.605441,5.7,78.2
0,2023-05-23 18:05:38.615811,5.7,78.2
0,2023-05-23 18:05:38.625421,5.7,78.2
0,2023-05-23 18:05:38.635833,5.7,78.2
0,2023-05-23 18:05:38.645437,5.7,78.2
0,2023-05-23 18:05:38.655925,5.7,78.2
0,2023-05-23 18:05:38.665570,5.7,78.2
0,2023-05-23 18:05:38.675098,5.7,78.2
0,2023-05-23 18:05:38.683814,5.7,78.2
0,2023-05-23 18:05:38.694019,5.7,78.2
0,2023-05-23 18:05:38.706195,5.7,78.2
0,2023-05-23 18:05:38.717608,5.7,78.2
0,2023-05-23 18:05:38.730636,5.7,78.2
0,2023-05-23 18:05:38.741299,5.7,78.2
0,2023-05-23 18:05:38.751923,5.7,78.2
0,2023-05-23 18:05:38.762674,5.7,78.2
0,2023-05-23 18:05:38.775965,5.7,78.2
0,2023-05-23 18:05:38.789893,5.7,78.2
0,2023-05-23 18:05:38.800172,5.7,78.2
0,2023-05-23 18:05:38.812372,5.7,78.2
0,2023-05-23 18:05:38.822791,5.7,78.2
0,2023-05-23 18:05:38.833435,5.7,78.2
0,2023-05-23 18:05:38.843690,5.7,78.2
0,2023-05-23 18:05:38.854439,5.7,78.2
0,2023-05-23 18:05:38.864836,5.7,78.2
0,2023-05-23 18:05:38.873621,5.7,78.2
0,2023-05-23 18:05:38.882578,5.7,78.2
0,2023-05-23 18:05:38.895131,5.7,78.2
0,2023-05-23 18:05:38.908004,5.7,78.2
