execution_time,timestamp,cpu_utilization,memory_usage,pixel,fps,success,distance
327,2023-09-07 16:21:04.203936,71.1,73.6,409920,21,True,12.0
342,2023-09-07 16:21:04.252430,72.4,73.6,409920,21,True,6.0
302,2023-09-07 16:21:04.300614,71.1,73.6,409920,21,True,13.0
302,2023-09-07 16:21:04.349004,71.1,73.6,409920,21,True,7.0
309,2023-09-07 16:21:04.397283,71.8,73.6,409920,21,True,12.0
305,2023-09-07 16:21:04.445515,71.4,73.6,409920,21,True,6.0
316,2023-09-07 16:21:04.493842,72.4,73.6,409920,21,True,8.0
366,2023-09-07 16:21:04.543166,74.4,73.6,409920,21,True,15.0
345,2023-09-07 16:21:04.590879,72.7,73.6,409920,21,True,7.0
323,2023-09-07 16:21:04.638491,70.8,73.6,409920,21,True,15.0
355,2023-09-07 16:21:04.687091,73.5,73.6,409920,21,True,8.0
335,2023-09-07 16:21:04.735563,71.8,73.6,409920,21,True,16.0
302,2023-09-07 16:21:04.783937,71.1,73.6,409920,21,True,10.0
302,2023-09-07 16:21:04.832339,71.1,73.6,409920,21,True,9.0
345,2023-09-07 16:21:04.880772,72.7,73.5,409920,21,True,16.0
305,2023-09-07 16:21:04.929109,71.4,73.5,409920,21,True,8.0
302,2023-09-07 16:21:04.977391,71.1,73.5,409920,21,True,15.0
335,2023-09-07 16:21:05.026065,71.8,73.5,409920,21,True,7.0
316,2023-09-07 16:21:05.073591,72.4,73.5,409920,21,True,14.0
305,2023-09-07 16:21:05.121997,71.4,73.5,409920,21,True,8.0
330,2023-09-07 16:21:05.170492,71.4,73.5,409920,21,True,9.0
338,2023-09-07 16:21:05.219069,74.4,73.5,409920,21,True,10.0
309,2023-09-07 16:21:05.267451,71.8,73.5,409920,21,True,10.0
302,2023-09-07 16:21:05.315793,71.1,73.5,409920,21,True,11.0
302,2023-09-07 16:21:05.364182,71.1,73.5,409920,21,True,6.0
319,2023-09-07 16:21:05.412524,72.7,73.5,409920,21,True,12.0
327,2023-09-07 16:21:05.460994,71.1,73.5,409920,21,True,5.0
315,2023-09-07 16:21:05.510559,70.1,73.5,409920,21,True,3.0
285,2023-09-07 16:21:05.556163,72.0,73.5,409920,21,True,5.0
299,2023-09-07 16:21:05.606109,70.9,73.5,409920,21,True,6.0
289,2023-09-07 16:21:05.652802,72.4,73.5,409920,21,True,27.0
275,2023-09-07 16:21:05.701683,70.9,73.5,409920,21,True,15.0
283,2023-09-07 16:21:05.749360,71.8,73.5,409920,21,True,46.0
276,2023-09-07 16:21:05.797288,71.1,73.5,409920,21,True,31.0
292,2023-09-07 16:21:05.845013,72.7,73.5,409920,21,True,29.0
278,2023-09-07 16:21:05.893701,71.3,73.5,409920,21,True,58.0
276,2023-09-07 16:21:05.942174,71.1,73.5,409920,21,True,36.0
267,2023-09-07 16:21:05.990659,70.1,73.5,409920,21,True,55.0
261,2023-09-07 16:21:06.039070,72.2,73.5,409920,21,True,19.0
246,2023-09-07 16:21:06.087468,70.5,73.5,409920,21,True,47.0
251,2023-09-07 16:21:06.135936,71.1,73.5,409920,21,True,25.0
283,2023-09-07 16:21:06.184425,71.8,73.5,409920,21,True,30.0
275,2023-09-07 16:21:06.233063,70.9,73.5,409920,21,True,41.0
283,2023-09-07 16:21:06.281676,71.8,73.5,409920,21,True,14.0
778,2023-09-07 16:21:06.352566,69.3,73.5,409920,21,True,8.0
338,2023-09-07 16:21:06.380233,74.4,73.5,409920,21,True,4.0
360,2023-09-07 16:21:06.429996,71.8,73.5,409920,21,True,17.0
349,2023-09-07 16:21:06.477285,73.0,73.5,409920,21,True,7.0
368,2023-09-07 16:21:06.525707,72.4,73.5,409920,21,True,6.0
381,2023-09-07 16:21:06.574375,73.4,73.5,409920,21,True,16.0
345,2023-09-07 16:21:06.622725,72.7,73.5,409920,21,True,7.0
382,2023-09-07 16:21:06.671255,73.5,73.5,409920,21,True,21.0
345,2023-09-07 16:21:06.719606,72.7,73.5,409920,21,True,9.0
350,2023-09-07 16:21:06.767909,73.1,73.5,409920,21,True,15.0
345,2023-09-07 16:21:06.816300,72.7,73.5,409920,21,True,5.0
358,2023-09-07 16:21:06.864695,73.7,73.5,409920,21,True,6.0
279,2023-09-07 16:21:06.910702,71.4,73.5,409920,21,True,15.0
307,2023-09-07 16:21:06.958987,74.1,73.5,409920,21,True,7.0
289,2023-09-07 16:21:07.007417,72.4,73.5,409920,21,True,19.0
292,2023-09-07 16:21:07.055653,72.7,73.5,409920,21,True,7.0
289,2023-09-07 16:21:07.103888,72.4,73.5,409920,21,True,19.0
330,2023-09-07 16:21:07.152649,73.7,73.5,409920,21,True,9.0
309,2023-09-07 16:21:07.200429,71.8,73.5,409920,21,True,13.0
316,2023-09-07 16:21:07.248145,72.4,73.5,409920,21,True,20.0
316,2023-09-07 16:21:07.297051,72.4,73.5,409920,21,True,12.0
302,2023-09-07 16:21:07.345538,71.1,73.5,409920,21,True,19.0
319,2023-09-07 16:21:07.393975,72.7,73.5,409920,21,True,13.0
313,2023-09-07 16:21:07.442308,72.2,73.5,409920,21,True,23.0
319,2023-09-07 16:21:07.490596,72.7,73.5,409920,21,True,10.0
328,2023-09-07 16:21:07.538731,73.5,73.5,409920,21,True,9.0
319,2023-09-07 16:21:07.586812,72.7,73.5,409920,21,True,20.0
309,2023-09-07 16:21:07.634843,71.8,73.5,409920,21,True,10.0
323,2023-09-07 16:21:07.682966,73.1,73.5,409920,21,True,18.0
335,2023-09-07 16:21:07.731524,71.8,73.5,409920,21,True,11.0
327,2023-09-07 16:21:07.780017,71.1,73.5,409920,21,True,10.0
316,2023-09-07 16:21:07.828225,72.4,73.5,409920,21,True,19.0
302,2023-09-07 16:21:07.876395,71.1,73.5,409920,21,True,8.0
316,2023-09-07 16:21:07.924470,72.4,73.5,409920,21,True,21.0
302,2023-09-07 16:21:07.972459,71.1,73.5,409920,21,True,9.0
316,2023-09-07 16:21:08.020647,72.4,73.5,409920,21,True,20.0
302,2023-09-07 16:21:08.068808,71.1,73.5,409920,21,True,8.0
311,2023-09-07 16:21:08.116908,72.0,73.5,409920,21,True,8.0
302,2023-09-07 16:21:08.165100,71.1,73.5,409920,21,True,13.0
316,2023-09-07 16:21:08.213203,72.4,73.5,409920,21,True,10.0
319,2023-09-07 16:21:08.261544,72.7,73.5,409920,21,True,16.0
345,2023-09-07 16:21:08.310132,72.7,73.5,409920,21,True,6.0
309,2023-09-07 16:21:08.358562,71.8,73.5,409920,21,True,18.0
328,2023-09-07 16:21:08.407030,73.5,73.5,409920,21,True,10.0
323,2023-09-07 16:21:08.455303,73.1,73.5,409920,21,True,11.0
305,2023-09-07 16:21:08.503432,71.4,73.5,409920,21,True,18.0
316,2023-09-07 16:21:08.551352,72.4,73.5,409920,21,True,11.0
311,2023-09-07 16:21:08.599363,72.0,73.5,409920,21,True,15.0
311,2023-09-07 16:21:08.647226,72.0,73.5,409920,21,True,11.0
319,2023-09-07 16:21:08.695091,72.7,73.5,409920,21,True,14.0
317,2023-09-07 16:21:08.743303,72.5,73.5,409920,21,True,8.0
311,2023-09-07 16:21:08.791356,72.0,73.5,409920,21,True,7.0
311,2023-09-07 16:21:08.839123,72.0,73.5,409920,21,True,9.0
302,2023-09-07 16:21:08.887978,71.1,73.5,409920,21,True,8.0
311,2023-09-07 16:21:08.935723,72.0,73.5,409920,21,True,11.0
352,2023-09-07 16:21:08.986172,71.1,73.5,409920,21,True,8.0
342,2023-09-07 16:21:09.032774,72.4,73.5,409920,21,True,27.0
363,2023-09-07 16:21:09.083152,72.0,73.5,409920,21,True,11.0
305,2023-09-07 16:21:09.129124,71.4,73.5,409920,21,False,11.0
327,2023-09-07 16:21:09.177642,71.1,73.5,409920,21,True,43.0
302,2023-09-07 16:21:09.225968,71.1,73.5,409920,21,True,9.0
313,2023-09-07 16:21:09.274158,72.2,73.5,409920,21,True,24.0
313,2023-09-07 16:21:09.322297,72.2,73.5,409920,21,True,19.0
305,2023-09-07 16:21:09.370162,71.4,73.5,409920,21,True,34.0
327,2023-09-07 16:21:09.417938,73.4,73.5,409920,21,True,14.0
309,2023-09-07 16:21:09.465838,71.8,73.5,409920,21,True,16.0
319,2023-09-07 16:21:09.513594,72.7,73.5,409920,21,True,28.0
309,2023-09-07 16:21:09.562395,71.8,73.5,409920,21,True,15.0
309,2023-09-07 16:21:09.610182,71.8,73.5,409920,21,True,34.0
327,2023-09-07 16:21:09.657955,73.4,73.5,409920,21,True,17.0
305,2023-09-07 16:21:09.705630,71.4,73.5,409920,21,True,23.0
324,2023-09-07 16:21:09.754731,73.2,73.5,409920,21,True,14.0
313,2023-09-07 16:21:09.802807,72.2,73.5,409920,21,True,10.0
309,2023-09-07 16:21:09.850881,71.8,73.5,409920,21,True,31.0
309,2023-09-07 16:21:09.898978,71.8,73.5,409920,21,True,15.0
319,2023-09-07 16:21:09.947104,72.7,73.5,409920,21,True,27.0
324,2023-09-07 16:21:09.996173,70.9,73.5,409920,21,True,14.0
319,2023-09-07 16:21:10.043216,72.7,73.5,409920,21,True,23.0
309,2023-09-07 16:21:10.091295,71.8,73.5,409920,21,True,12.0
323,2023-09-07 16:21:10.139540,73.1,73.5,409920,21,True,13.0
302,2023-09-07 16:21:10.187562,71.1,73.5,409920,21,True,21.0
311,2023-09-07 16:21:10.235576,72.0,73.5,409920,21,True,7.0
302,2023-09-07 16:21:10.283616,71.1,73.5,409920,21,True,16.0
302,2023-09-07 16:21:10.331638,71.1,73.5,409920,21,True,7.0
316,2023-09-07 16:21:10.379596,72.4,73.5,409920,21,True,13.0
302,2023-09-07 16:21:10.427620,71.1,73.5,409920,21,True,8.0
302,2023-09-07 16:21:10.475623,71.1,73.5,409920,21,True,4.0
311,2023-09-07 16:21:10.523728,72.0,73.5,409920,21,True,3.0
302,2023-09-07 16:21:10.571827,71.1,73.5,409920,21,True,3.0
311,2023-09-07 16:21:10.619846,72.0,73.5,409920,21,True,2.0
302,2023-09-07 16:21:10.667974,71.1,73.5,409920,21,True,2.0
309,2023-09-07 16:21:10.716181,71.8,73.5,409920,21,True,6.0
311,2023-09-07 16:21:10.764418,72.0,73.5,409920,21,True,2.0
302,2023-09-07 16:21:10.812450,71.1,73.5,409920,21,True,2.0
311,2023-09-07 16:21:10.860495,72.0,73.5,409920,21,True,4.0
302,2023-09-07 16:21:10.908774,71.1,73.5,409920,21,True,3.0
316,2023-09-07 16:21:10.956731,72.4,73.5,409920,21,True,9.0
305,2023-09-07 16:21:11.004750,71.4,73.5,409920,21,True,7.0
316,2023-09-07 16:21:11.053194,72.4,73.5,409920,21,True,10.0
327,2023-09-07 16:21:11.102014,71.1,73.5,409920,21,True,7.0
342,2023-09-07 16:21:11.149920,72.4,73.5,409920,21,True,9.0
345,2023-09-07 16:21:11.197763,72.7,73.5,409920,21,True,18.0
302,2023-09-07 16:21:11.245101,71.1,73.5,409920,21,True,8.0
316,2023-09-07 16:21:11.293427,72.4,73.5,409920,21,True,19.0
330,2023-09-07 16:21:11.341968,71.4,73.5,409920,21,True,11.0
316,2023-09-07 16:21:11.389500,72.4,73.5,409920,21,True,21.0
313,2023-09-07 16:21:11.437861,72.2,73.5,409920,21,True,12.0
311,2023-09-07 16:21:11.485961,72.0,73.5,409920,21,True,11.0
313,2023-09-07 16:21:11.534232,72.2,73.5,409920,21,True,20.0
309,2023-09-07 16:21:11.582544,71.8,73.5,409920,21,True,10.0
319,2023-09-07 16:21:11.630676,72.7,73.5,409920,21,True,23.0
328,2023-09-07 16:21:11.678843,73.5,73.5,409920,21,True,10.0
316,2023-09-07 16:21:11.726993,72.4,73.5,409920,21,True,24.0
317,2023-09-07 16:21:11.775301,72.5,73.5,409920,21,True,11.0
311,2023-09-07 16:21:11.823449,72.0,73.5,409920,21,True,12.0
305,2023-09-07 16:21:11.871588,71.4,73.5,409920,21,True,23.0
302,2023-09-07 16:21:11.919530,71.1,73.5,409920,21,True,11.0
316,2023-09-07 16:21:11.967606,72.4,73.5,409920,21,True,19.0
305,2023-09-07 16:21:12.015486,71.4,73.5,409920,21,True,10.0
311,2023-09-07 16:21:12.063517,72.0,73.5,409920,21,True,20.0
316,2023-09-07 16:21:12.111376,72.4,73.5,409920,21,True,12.0
311,2023-09-07 16:21:12.159679,72.0,73.5,409920,21,True,11.0
302,2023-09-07 16:21:12.207858,71.1,73.5,409920,21,True,23.0
311,2023-09-07 16:21:12.255992,72.0,73.5,409920,21,True,11.0
302,2023-09-07 16:21:12.303968,71.1,73.5,409920,21,True,19.0
302,2023-09-07 16:21:12.352063,71.1,73.5,409920,21,True,12.0
316,2023-09-07 16:21:12.399897,72.4,73.5,409920,21,True,24.0
302,2023-09-07 16:21:12.447834,71.1,73.5,409920,21,True,10.0
305,2023-09-07 16:21:12.495678,71.4,73.5,409920,21,True,12.0
316,2023-09-07 16:21:12.543506,72.4,73.5,409920,21,True,19.0
302,2023-09-07 16:21:12.591422,71.1,73.5,409920,21,True,13.0
305,2023-09-07 16:21:12.639339,71.4,73.5,409920,21,True,19.0
319,2023-09-07 16:21:12.687258,72.7,73.5,409920,21,True,8.0
305,2023-09-07 16:21:12.735218,71.4,73.5,409920,21,True,7.0
313,2023-09-07 16:21:12.783454,72.2,73.5,409920,21,True,15.0
302,2023-09-07 16:21:12.831398,71.1,73.5,409920,21,True,7.0
316,2023-09-07 16:21:12.879357,72.4,73.5,409920,21,True,7.0
302,2023-09-07 16:21:12.927318,71.1,73.5,409920,21,True,2.0
319,2023-09-07 16:21:12.975362,72.7,73.5,409920,21,True,16.0
305,2023-09-07 16:21:13.023159,71.4,73.5,409920,21,True,17.0
319,2023-09-07 16:21:13.071041,72.7,73.5,409920,21,True,16.0
427,2023-09-07 16:21:13.118640,81.3,73.5,409920,21,True,56.0
303,2023-09-07 16:21:13.165779,73.7,73.5,409920,21,True,9.0
292,2023-09-07 16:21:13.213512,72.7,73.5,409920,21,True,12.0
283,2023-09-07 16:21:13.261424,71.8,73.5,409920,21,True,10.0
306,2023-09-07 16:21:13.309279,74.0,73.5,409920,21,True,12.0
292,2023-09-07 16:21:13.357277,72.7,73.5,409920,21,True,12.0
283,2023-09-07 16:21:13.405098,71.8,73.5,409920,21,True,11.0
292,2023-09-07 16:21:13.452848,72.7,73.5,409920,21,True,21.0
275,2023-09-07 16:21:13.501840,70.9,73.5,409920,21,True,13.0
323,2023-09-07 16:21:13.550597,73.1,73.5,409920,21,True,24.0
276,2023-09-07 16:21:13.598469,71.1,73.5,409920,21,True,12.0
276,2023-09-07 16:21:13.646310,71.1,73.5,409920,21,True,26.0
283,2023-09-07 16:21:13.694070,71.8,73.5,409920,21,True,11.0
290,2023-09-07 16:21:13.742853,72.5,73.5,409920,21,True,14.0
273,2023-09-07 16:21:13.790930,70.7,73.5,409920,21,True,22.0
257,2023-09-07 16:21:13.838621,69.0,73.5,409920,21,True,6.0
276,2023-09-07 16:21:13.886342,71.1,73.5,409920,21,True,10.0
279,2023-09-07 16:21:13.934382,71.4,73.5,409920,21,True,7.0
283,2023-09-07 16:21:13.982643,71.8,73.5,409920,21,True,22.0
281,2023-09-07 16:21:14.030166,71.6,73.5,409920,21,True,16.0
281,2023-09-07 16:21:14.079353,71.6,73.5,409920,21,True,9.0
303,2023-09-07 16:21:14.127594,73.7,73.5,409920,21,True,13.0
279,2023-09-07 16:21:14.175949,71.4,73.5,409920,21,True,6.0
279,2023-09-07 16:21:14.224236,71.4,73.5,409920,21,True,9.0
276,2023-09-07 16:21:14.272328,71.1,73.5,409920,21,True,3.0
276,2023-09-07 16:21:14.320491,71.1,73.5,409920,21,True,8.0
279,2023-09-07 16:21:14.368620,71.4,73.5,409920,21,True,5.0
285,2023-09-07 16:21:14.416200,72.0,73.5,409920,21,True,4.0
275,2023-09-07 16:21:14.464979,70.9,73.5,409920,21,True,12.0
276,2023-09-07 16:21:14.512844,71.1,73.5,409920,21,True,6.0
279,2023-09-07 16:21:14.560626,71.4,73.5,409920,21,True,13.0
279,2023-09-07 16:21:14.608432,71.4,73.5,409920,21,True,7.0
285,2023-09-07 16:21:14.656497,72.0,73.5,409920,21,True,12.0
306,2023-09-07 16:21:14.704971,74.0,73.5,409920,21,True,6.0
283,2023-09-07 16:21:14.753052,71.8,73.5,409920,21,True,8.0
279,2023-09-07 16:21:14.801067,71.4,73.5,409920,21,True,15.0
279,2023-09-07 16:21:14.848904,71.4,73.5,409920,21,True,7.0
289,2023-09-07 16:21:14.896850,72.4,73.5,409920,21,True,15.0
276,2023-09-07 16:21:14.944569,71.1,73.5,409920,21,True,8.0
271,2023-09-07 16:21:14.993339,70.5,73.5,409920,21,True,16.0
271,2023-09-07 16:21:15.042015,70.5,73.5,409920,21,True,10.0
279,2023-09-07 16:21:15.090547,71.4,73.5,409920,21,True,9.0
278,2023-09-07 16:21:15.139674,71.3,73.5,409920,21,True,16.0
289,2023-09-07 16:21:15.187218,72.4,73.5,409920,21,True,8.0
271,2023-09-07 16:21:15.235731,70.5,73.5,409920,21,True,15.0
324,2023-09-07 16:21:15.286122,70.9,73.5,409920,21,True,7.0
323,2023-09-07 16:21:15.334362,73.1,73.5,409920,21,True,14.0
305,2023-09-07 16:21:15.382491,71.4,73.5,409920,21,True,8.0
309,2023-09-07 16:21:15.430541,71.8,73.5,409920,21,True,9.0
323,2023-09-07 16:21:15.478667,73.1,73.5,409920,21,True,10.0
309,2023-09-07 16:21:15.526690,71.8,73.5,409920,21,True,10.0
313,2023-09-07 16:21:15.574725,72.2,73.5,409920,21,True,11.0
372,2023-09-07 16:21:15.625525,70.7,73.5,409920,21,True,6.0
297,2023-09-07 16:21:15.669319,73.2,73.5,409920,21,True,12.0
267,2023-09-07 16:21:15.718032,70.1,73.5,409920,21,True,5.0
278,2023-09-07 16:21:15.766916,71.3,73.5,409920,21,True,3.0
270,2023-09-07 16:21:15.814363,70.4,73.5,409920,21,True,5.0
285,2023-09-07 16:21:15.863255,72.0,73.5,409920,21,True,6.0
276,2023-09-07 16:21:15.910898,71.1,73.5,409920,21,True,27.0
260,2023-09-07 16:21:15.959745,69.3,73.5,409920,21,True,15.0
279,2023-09-07 16:21:16.007332,71.4,73.5,409920,21,True,46.0
283,2023-09-07 16:21:16.056037,71.8,73.5,409920,21,True,31.0
276,2023-09-07 16:21:16.103713,71.1,73.5,409920,21,True,29.0
271,2023-09-07 16:21:16.152891,70.5,73.5,409920,21,True,58.0
289,2023-09-07 16:21:16.200956,72.4,73.5,409920,21,True,36.0
275,2023-09-07 16:21:16.248956,70.9,73.5,409920,21,True,55.0
279,2023-09-07 16:21:16.297616,71.4,73.5,409920,21,True,19.0
267,2023-09-07 16:21:16.346197,70.1,73.5,409920,21,True,47.0
285,2023-09-07 16:21:16.394941,72.0,73.5,409920,21,True,25.0
277,2023-09-07 16:21:16.442750,71.2,73.5,409920,21,True,30.0
260,2023-09-07 16:21:16.491455,69.3,73.5,409920,21,True,41.0
292,2023-09-07 16:21:16.540708,72.7,73.5,409920,21,True,14.0
283,2023-09-07 16:21:16.588808,71.8,73.5,409920,21,True,8.0
276,2023-09-07 16:21:16.637157,71.1,73.5,409920,21,True,4.0
287,2023-09-07 16:21:16.685242,72.2,73.5,409920,21,True,17.0
283,2023-09-07 16:21:16.733221,71.8,73.5,409920,21,True,7.0
283,2023-09-07 16:21:16.781008,71.8,73.5,409920,21,True,6.0
296,2023-09-07 16:21:16.828946,73.1,73.5,409920,21,True,16.0
276,2023-09-07 16:21:16.876507,71.1,73.5,409920,21,True,7.0
267,2023-09-07 16:21:16.925338,70.1,73.5,409920,21,True,21.0
279,2023-09-07 16:21:16.973233,71.4,73.5,409920,21,True,9.0
287,2023-09-07 16:21:17.021119,72.2,73.5,409920,21,True,15.0
283,2023-09-07 16:21:17.069908,71.8,73.5,409920,21,True,5.0
267,2023-09-07 16:21:17.118451,70.1,73.5,409920,21,True,6.0
281,2023-09-07 16:21:17.167812,71.6,73.5,409920,21,True,15.0
276,2023-09-07 16:21:17.215380,71.1,73.5,409920,21,True,7.0
276,2023-09-07 16:21:17.263883,71.1,73.5,409920,21,True,19.0
267,2023-09-07 16:21:17.312536,70.1,73.5,409920,21,True,7.0
287,2023-09-07 16:21:17.361271,72.2,73.5,409920,21,True,19.0
275,2023-09-07 16:21:17.409954,70.9,73.5,409920,21,True,9.0
277,2023-09-07 16:21:17.458751,71.2,73.5,409920,21,True,13.0
257,2023-09-07 16:21:17.506345,69.0,73.5,409920,21,True,20.0
293,2023-09-07 16:21:17.555113,72.8,73.5,409920,21,True,12.0
273,2023-09-07 16:21:17.602787,70.7,73.5,409920,21,True,19.0
271,2023-09-07 16:21:17.652028,70.5,73.5,409920,21,True,13.0
279,2023-09-07 16:21:17.699737,71.4,73.5,409920,21,True,23.0
289,2023-09-07 16:21:17.747442,72.4,73.5,409920,21,True,10.0
267,2023-09-07 16:21:17.796397,70.1,73.5,409920,21,True,9.0
275,2023-09-07 16:21:17.845041,70.9,73.5,409920,21,True,20.0
258,2023-09-07 16:21:17.893437,71.8,73.5,409920,21,True,10.0
276,2023-09-07 16:21:17.942064,71.1,73.5,409920,21,True,18.0
256,2023-09-07 16:21:17.990646,68.9,73.5,409920,21,True,11.0
278,2023-09-07 16:21:18.039356,71.3,73.5,409920,21,True,10.0
267,2023-09-07 16:21:18.087964,70.1,73.5,409920,21,True,19.0
267,2023-09-07 16:21:18.136612,70.1,73.5,409920,21,True,8.0
283,2023-09-07 16:21:18.185514,71.8,73.5,409920,21,True,21.0
279,2023-09-07 16:21:18.233202,71.4,73.5,409920,21,True,9.0
283,2023-09-07 16:21:18.282090,71.8,73.5,409920,21,True,20.0
283,2023-09-07 16:21:18.329820,71.8,73.5,409920,21,True,8.0
290,2023-09-07 16:21:18.378750,72.5,73.5,409920,21,True,8.0
257,2023-09-07 16:21:18.426201,69.0,73.5,409920,21,True,13.0
290,2023-09-07 16:21:18.475105,72.5,73.5,409920,21,True,10.0
276,2023-09-07 16:21:18.523214,71.1,73.5,409920,21,True,16.0
276,2023-09-07 16:21:18.571254,71.1,73.5,409920,21,True,6.0
245,2023-09-07 16:21:18.618609,70.4,73.5,409920,21,True,18.0
278,2023-09-07 16:21:18.667202,71.3,73.5,409920,21,True,10.0
271,2023-09-07 16:21:18.716084,70.5,73.5,409920,21,True,11.0
276,2023-09-07 16:21:18.764205,71.1,73.5,409920,21,True,18.0
289,2023-09-07 16:21:18.811937,72.4,73.5,409920,21,True,11.0
267,2023-09-07 16:21:18.860941,70.1,73.5,409920,21,True,15.0
295,2023-09-07 16:21:18.909695,70.5,73.5,409920,21,True,11.0
285,2023-09-07 16:21:18.956362,72.0,73.5,409920,21,True,14.0
275,2023-09-07 16:21:19.005280,70.9,73.5,409920,21,True,8.0
296,2023-09-07 16:21:19.053460,73.1,73.5,409920,21,True,7.0
283,2023-09-07 16:21:19.101272,71.8,73.5,409920,21,True,9.0
279,2023-09-07 16:21:19.149503,71.4,73.5,409920,21,True,8.0
292,2023-09-07 16:21:19.197518,72.7,73.5,409920,21,True,11.0
300,2023-09-07 16:21:19.245777,73.4,73.5,409920,21,True,8.0
279,2023-09-07 16:21:19.293841,71.4,73.5,409920,21,True,27.0
299,2023-09-07 16:21:19.342481,70.9,73.5,409920,21,True,11.0
273,2023-09-07 16:21:19.390594,70.7,73.5,409920,21,False,11.0
320,2023-09-07 16:21:19.439100,72.8,73.5,409920,21,True,43.0
305,2023-09-07 16:21:19.487677,71.4,73.5,409920,21,True,9.0
302,2023-09-07 16:21:19.536283,71.1,73.5,409920,21,True,24.0
276,2023-09-07 16:21:19.584240,71.1,73.5,409920,21,True,19.0
276,2023-09-07 16:21:19.632162,71.1,73.5,409920,21,True,34.0
279,2023-09-07 16:21:19.680172,71.4,73.5,409920,21,True,14.0
279,2023-09-07 16:21:19.728057,71.4,73.5,409920,21,True,16.0
276,2023-09-07 16:21:19.775852,71.1,73.5,409920,21,True,28.0
285,2023-09-07 16:21:19.823591,72.0,73.5,409920,21,True,15.0
267,2023-09-07 16:21:19.872279,70.1,73.5,409920,21,True,34.0
271,2023-09-07 16:21:19.920903,70.5,73.5,409920,21,True,17.0
275,2023-09-07 16:21:19.969486,70.9,73.5,409920,21,True,23.0
276,2023-09-07 16:21:20.018116,71.1,73.5,409920,21,True,14.0
283,2023-09-07 16:21:20.065974,71.8,73.5,409920,21,True,10.0
287,2023-09-07 16:21:20.113730,72.2,73.5,409920,21,True,31.0
267,2023-09-07 16:21:20.162173,70.1,73.5,409920,21,True,15.0
290,2023-09-07 16:21:20.210882,72.5,73.5,409920,21,True,27.0
267,2023-09-07 16:21:20.259574,70.1,73.5,409920,21,True,14.0
271,2023-09-07 16:21:20.308344,70.5,73.5,409920,21,True,23.0
276,2023-09-07 16:21:20.355968,71.1,73.5,409920,21,True,12.0
267,2023-09-07 16:21:20.405079,70.1,73.5,409920,21,True,13.0
283,2023-09-07 16:21:20.452924,71.8,73.5,409920,21,True,21.0
279,2023-09-07 16:21:20.501212,71.4,73.5,409920,21,True,7.0
276,2023-09-07 16:21:20.549003,71.1,73.5,409920,21,True,16.0
266,2023-09-07 16:21:20.596513,72.7,73.5,409920,21,True,7.0
271,2023-09-07 16:21:20.645203,70.5,73.5,409920,21,True,13.0
267,2023-09-07 16:21:20.693969,70.1,73.5,409920,21,True,8.0
273,2023-09-07 16:21:20.742556,70.7,73.5,409920,21,True,4.0
281,2023-09-07 16:21:20.791684,71.6,73.5,409920,21,True,3.0
276,2023-09-07 16:21:20.839324,71.1,73.5,409920,21,True,3.0
267,2023-09-07 16:21:20.888361,70.1,73.5,409920,21,True,2.0
276,2023-09-07 16:21:20.936096,71.1,73.5,409920,21,True,2.0
279,2023-09-07 16:21:20.984882,71.4,73.5,409920,21,True,6.0
276,2023-09-07 16:21:21.032606,71.1,73.5,409920,21,True,2.0
287,2023-09-07 16:21:21.081424,72.2,73.5,409920,21,True,2.0
283,2023-09-07 16:21:21.129124,71.8,73.5,409920,21,True,4.0
287,2023-09-07 16:21:21.177172,72.2,73.5,409920,21,True,3.0
292,2023-09-07 16:21:21.224949,72.7,73.5,409920,21,True,9.0
283,2023-09-07 16:21:21.272716,71.8,73.5,409920,21,True,7.0
281,2023-09-07 16:21:21.321425,71.6,73.5,409920,21,True,10.0
267,2023-09-07 16:21:21.370242,70.1,73.5,409920,21,True,7.0
289,2023-09-07 16:21:21.417957,72.4,73.5,409920,21,True,9.0
287,2023-09-07 16:21:21.465952,72.2,73.5,409920,21,True,18.0
283,2023-09-07 16:21:21.513593,71.8,73.5,409920,21,True,8.0
276,2023-09-07 16:21:21.562186,71.1,73.5,409920,21,True,19.0
287,2023-09-07 16:21:21.609946,72.2,73.5,409920,21,True,11.0
283,2023-09-07 16:21:21.658202,71.8,73.5,409920,21,True,21.0
328,2023-09-07 16:21:21.707143,73.5,73.5,409920,21,True,12.0
309,2023-09-07 16:21:21.755187,71.8,73.5,409920,21,True,11.0
319,2023-09-07 16:21:21.802991,72.7,73.5,409920,21,True,20.0
309,2023-09-07 16:21:21.850911,71.8,73.5,409920,21,True,10.0
319,2023-09-07 16:21:21.898823,72.7,73.5,409920,21,True,23.0
319,2023-09-07 16:21:21.946850,72.7,73.5,409920,21,True,10.0
289,2023-09-07 16:21:21.994550,69.9,73.5,409920,21,True,24.0
285,2023-09-07 16:21:22.042310,72.0,73.5,409920,21,True,11.0
322,2023-09-07 16:21:22.092291,70.7,73.5,409920,21,True,12.0
270,2023-09-07 16:21:22.138326,70.4,73.5,409920,21,True,23.0
283,2023-09-07 16:21:22.186441,71.8,73.5,409920,21,True,11.0
289,2023-09-07 16:21:22.234179,72.4,73.5,409920,21,True,19.0
283,2023-09-07 16:21:22.281907,71.8,73.5,409920,21,True,10.0
283,2023-09-07 16:21:22.329967,71.8,73.5,409920,21,True,20.0
