execution_time,timestamp,cpu_utilization,memory_usage,pixel,fps,success,distance
202,2023-09-07 16:17:10.554717,65.0,73.5,409920,19,True,52.0
221,2023-09-07 16:17:10.607481,67.4,73.5,409920,19,True,27.0
194,2023-09-07 16:17:10.661125,63.9,73.5,409920,19,True,30.0
172,2023-09-07 16:17:10.714606,63.5,73.5,409920,19,True,4.0
206,2023-09-07 16:17:10.768100,65.5,73.5,409920,19,True,9.0
209,2023-09-07 16:17:10.821825,65.9,73.5,409920,19,True,8.0
209,2023-09-07 16:17:10.874770,65.9,73.5,409920,19,True,15.0
215,2023-09-07 16:17:10.927510,66.7,73.5,409920,19,True,14.0
440,2023-09-07 16:17:10.994532,63.5,73.5,409920,19,True,9.0
301,2023-09-07 16:17:11.035158,73.5,73.5,409920,19,True,17.0
212,2023-09-07 16:17:11.088008,66.3,73.5,409920,19,True,10.0
229,2023-09-07 16:17:11.140613,68.5,73.5,409920,19,True,14.0
193,2023-09-07 16:17:11.194196,63.7,73.5,409920,19,True,10.0
185,2023-09-07 16:17:11.247541,65.5,73.5,409920,19,True,11.0
192,2023-09-07 16:17:11.301355,63.5,73.5,409920,19,True,14.0
209,2023-09-07 16:17:11.354068,65.9,73.5,409920,19,True,8.0
209,2023-09-07 16:17:11.407578,65.9,73.5,409920,19,True,18.0
178,2023-09-07 16:17:11.460931,64.3,73.5,409920,19,True,8.0
164,2023-09-07 16:17:11.514259,62.2,73.5,409920,19,True,19.0
188,2023-09-07 16:17:11.567602,65.9,73.5,409920,19,True,19.0
175,2023-09-07 16:17:11.620938,63.9,73.5,409920,19,True,13.0
191,2023-09-07 16:17:11.674418,63.4,73.5,409920,19,True,19.0
194,2023-09-07 16:17:11.727931,66.7,73.5,409920,19,True,9.0
200,2023-09-07 16:17:11.781494,64.7,73.5,409920,19,True,22.0
204,2023-09-07 16:17:11.834991,65.2,73.5,409920,19,True,9.0
185,2023-09-07 16:17:11.888487,65.5,73.5,409920,19,True,23.0
172,2023-09-07 16:17:11.941887,63.5,73.5,409920,19,True,19.0
206,2023-09-07 16:17:11.995387,65.5,73.5,409920,19,True,10.0
194,2023-09-07 16:17:12.048886,63.9,73.5,409920,19,True,18.0
164,2023-09-07 16:17:12.102426,62.2,73.5,409920,19,True,10.0
181,2023-09-07 16:17:12.155851,64.8,73.5,409920,19,True,20.0
178,2023-09-07 16:17:12.209408,64.3,73.5,409920,19,True,8.0
175,2023-09-07 16:17:12.262738,63.9,73.5,409920,19,True,19.0
201,2023-09-07 16:17:12.316096,64.8,73.5,409920,19,True,20.0
178,2023-09-07 16:17:12.369382,64.3,73.5,409920,19,True,9.0
212,2023-09-07 16:17:12.423409,66.3,73.5,409920,19,True,21.0
197,2023-09-07 16:17:12.476174,64.3,73.5,409920,19,True,6.0
194,2023-09-07 16:17:12.529895,63.9,73.5,409920,19,True,17.0
215,2023-09-07 16:17:12.582949,66.7,73.5,409920,19,True,13.0
209,2023-09-07 16:17:12.635800,65.9,73.5,409920,19,True,9.0
215,2023-09-07 16:17:12.688554,66.7,73.5,409920,19,True,12.0
206,2023-09-07 16:17:12.742291,65.5,73.5,409920,19,True,11.0
224,2023-09-07 16:17:12.794896,67.8,73.5,409920,19,True,17.0
204,2023-09-07 16:17:12.848416,65.2,73.5,409920,19,True,12.0
175,2023-09-07 16:17:12.901943,63.9,73.5,409920,19,True,17.0
212,2023-09-07 16:17:12.955368,66.3,73.5,409920,19,True,20.0
189,2023-09-07 16:17:13.008867,63.1,73.5,409920,19,True,8.0
172,2023-09-07 16:17:13.062506,63.4,73.5,409920,19,True,18.0
181,2023-09-07 16:17:13.115909,64.8,73.5,409920,19,True,6.0
178,2023-09-07 16:17:13.169227,64.3,73.5,409920,19,True,14.0
201,2023-09-07 16:17:13.222855,64.8,73.5,409920,19,True,3.0
200,2023-09-07 16:17:13.276369,64.7,73.5,409920,19,True,13.0
209,2023-09-07 16:17:13.330077,65.9,73.5,409920,19,True,12.0
209,2023-09-07 16:17:13.383753,65.9,73.5,409920,19,True,8.0
196,2023-09-07 16:17:13.436395,67.0,73.5,409920,19,True,28.0
200,2023-09-07 16:17:13.489914,64.7,73.5,409920,19,True,10.0
206,2023-09-07 16:17:13.543370,65.5,73.5,409920,19,True,32.0
170,2023-09-07 16:17:13.596541,63.1,73.5,409920,19,False,32.0
200,2023-09-07 16:17:13.649973,64.7,73.5,409920,19,True,33.0
206,2023-09-07 16:17:13.703417,65.5,73.5,409920,19,True,31.0
200,2023-09-07 16:17:13.757020,64.7,73.5,409920,19,True,15.0
186,2023-09-07 16:17:13.810514,62.7,73.5,409920,19,True,33.0
188,2023-09-07 16:17:13.863861,65.9,73.5,409920,19,True,16.0
170,2023-09-07 16:17:13.917314,63.1,73.5,409920,19,True,29.0
206,2023-09-07 16:17:13.970787,65.5,73.5,409920,19,True,34.0
172,2023-09-07 16:17:14.024277,63.5,73.5,409920,19,True,14.0
194,2023-09-07 16:17:14.077691,63.9,73.5,409920,19,True,29.0
206,2023-09-07 16:17:14.131312,65.5,73.5,409920,19,True,12.0
195,2023-09-07 16:17:14.184776,64.0,73.5,409920,19,True,21.0
166,2023-09-07 16:17:14.238143,62.5,73.5,409920,19,True,15.0
209,2023-09-07 16:17:14.291761,65.9,73.5,409920,19,True,32.0
574,2023-09-07 16:17:14.365671,63.5,73.5,409920,19,True,26.0
695,2023-09-07 16:17:14.420763,67.0,73.5,409920,19,True,14.0
259,2023-09-07 16:17:14.452023,72.0,73.5,409920,19,True,24.0
233,2023-09-07 16:17:14.504754,69.0,73.5,409920,19,True,13.0
209,2023-09-07 16:17:14.557655,65.9,73.5,409920,19,True,19.0
646,2023-09-07 16:17:14.632955,65.0,73.5,409920,19,True,13.0
303,2023-09-07 16:17:14.665836,71.2,73.5,409920,19,True,17.0
215,2023-09-07 16:17:14.717603,66.7,73.5,409920,19,True,13.0
196,2023-09-07 16:17:14.770408,64.2,73.5,409920,19,True,9.0
215,2023-09-07 16:17:14.824213,66.7,73.5,409920,19,True,13.0
179,2023-09-07 16:17:14.878474,61.7,73.5,409920,19,True,3.0
217,2023-09-07 16:17:14.931082,67.0,73.5,409920,19,True,3.0
215,2023-09-07 16:17:14.984575,66.7,73.5,409920,19,True,4.0
175,2023-09-07 16:17:15.037906,63.9,73.5,409920,19,True,3.0
201,2023-09-07 16:17:15.091322,64.8,73.5,409920,19,True,4.0
175,2023-09-07 16:17:15.144815,63.9,73.5,409920,19,True,3.0
169,2023-09-07 16:17:15.198144,63.0,73.5,409920,19,True,3.0
181,2023-09-07 16:17:15.251511,64.8,73.5,409920,19,True,2.0
178,2023-09-07 16:17:15.304866,64.3,73.5,409920,19,True,5.0
191,2023-09-07 16:17:15.358321,63.4,73.5,409920,19,True,8.0
191,2023-09-07 16:17:15.411767,66.3,73.5,409920,19,True,6.0
175,2023-09-07 16:17:15.465196,63.9,73.5,409920,19,True,11.0
209,2023-09-07 16:17:15.518765,65.9,73.5,409920,19,True,7.0
197,2023-09-07 16:17:15.572210,64.3,73.5,409920,19,True,19.0
178,2023-09-07 16:17:15.625745,64.3,73.5,409920,19,True,8.0
178,2023-09-07 16:17:15.679078,64.4,73.5,409920,19,True,19.0
212,2023-09-07 16:17:15.732660,66.3,73.5,409920,19,True,20.0
178,2023-09-07 16:17:15.785958,64.3,73.5,409920,19,True,9.0
188,2023-09-07 16:17:15.839291,65.9,73.5,409920,19,True,24.0
176,2023-09-07 16:17:15.892679,64.0,73.5,409920,19,True,11.0
188,2023-09-07 16:17:15.946154,63.0,73.5,409920,19,True,19.0
188,2023-09-07 16:17:15.999651,65.9,73.5,409920,19,True,10.0
197,2023-09-07 16:17:16.052974,64.3,73.5,409920,19,True,22.0
512,2023-09-07 16:17:16.123282,64.3,73.5,409920,19,True,22.0
238,2023-09-07 16:17:16.159949,69.6,73.5,409920,19,True,12.0
197,2023-09-07 16:17:16.213372,64.3,73.5,409920,19,True,23.0
172,2023-09-07 16:17:16.266705,63.4,73.5,409920,19,True,15.0
217,2023-09-07 16:17:16.320336,67.0,73.5,409920,19,True,19.0
197,2023-09-07 16:17:16.373754,64.3,73.5,409920,19,True,10.0
185,2023-09-07 16:17:16.427062,65.5,73.5,409920,19,True,21.0
201,2023-09-07 16:17:16.480740,64.8,73.5,409920,19,True,19.0
166,2023-09-07 16:17:16.534103,62.5,73.5,409920,19,True,12.0
185,2023-09-07 16:17:16.587438,65.5,73.5,409920,19,True,21.0
172,2023-09-07 16:17:16.640793,63.5,73.5,409920,19,True,13.0
161,2023-09-07 16:17:16.694155,61.7,73.5,409920,19,True,19.0
181,2023-09-07 16:17:16.747504,64.8,73.5,409920,19,True,21.0
175,2023-09-07 16:17:16.800857,63.9,73.5,409920,19,True,11.0
164,2023-09-07 16:17:16.854111,62.2,73.5,409920,19,True,23.0
198,2023-09-07 16:17:16.907604,64.4,73.5,409920,19,True,13.0
172,2023-09-07 16:17:16.960805,63.5,73.5,409920,19,True,19.0
166,2023-09-07 16:17:17.014051,62.5,73.5,409920,19,True,13.0
178,2023-09-07 16:17:17.067261,64.4,73.5,409920,19,True,16.0
178,2023-09-07 16:17:17.120576,64.4,73.5,409920,19,True,15.0
178,2023-09-07 16:17:17.173892,64.3,73.5,409920,19,True,6.0
181,2023-09-07 16:17:17.227205,64.8,73.5,409920,19,True,16.0
188,2023-09-07 16:17:17.280400,65.9,73.5,409920,19,True,3.0
192,2023-09-07 16:17:17.333710,63.5,73.5,409920,19,True,6.0
188,2023-09-07 16:17:17.386936,65.9,73.5,409920,19,True,6.0
172,2023-09-07 16:17:17.440245,63.5,73.5,409920,19,True,28.0
445,2023-09-07 16:17:17.483400,82.6,73.5,409920,19,True,56.0
225,2023-09-07 16:17:17.534636,68.0,73.5,409920,19,True,10.0
224,2023-09-07 16:17:17.588166,67.8,73.5,409920,19,True,11.0
275,2023-09-07 16:17:17.644585,66.3,73.5,409920,19,True,10.0
273,2023-09-07 16:17:17.695208,70.7,73.5,409920,19,True,12.0
218,2023-09-07 16:17:17.748125,67.1,73.5,409920,19,True,21.0
218,2023-09-07 16:17:17.801265,67.1,73.5,409920,19,True,11.0
206,2023-09-07 16:17:17.854306,65.5,73.5,409920,19,True,23.0
227,2023-09-07 16:17:17.907273,68.2,73.5,409920,19,True,14.0
215,2023-09-07 16:17:17.960137,66.7,73.5,409920,19,True,22.0
229,2023-09-07 16:17:18.012869,68.5,73.5,409920,19,True,27.0
188,2023-09-07 16:17:18.066526,63.0,73.5,409920,19,True,11.0
224,2023-09-07 16:17:18.119509,67.8,73.5,409920,19,True,26.0
215,2023-09-07 16:17:18.172336,66.7,73.5,409920,19,True,11.0
218,2023-09-07 16:17:18.225189,67.1,73.5,409920,19,True,9.0
206,2023-09-07 16:17:18.278087,65.5,73.5,409920,19,True,6.0
233,2023-09-07 16:17:18.331253,69.0,73.5,409920,19,True,17.0
215,2023-09-07 16:17:18.384080,66.7,73.5,409920,19,True,29.0
221,2023-09-07 16:17:18.436911,67.4,73.5,409920,19,True,9.0
206,2023-09-07 16:17:18.489839,65.5,73.5,409920,19,True,13.0
208,2023-09-07 16:17:18.542482,65.8,73.5,409920,19,True,6.0
207,2023-09-07 16:17:18.596129,65.6,73.5,409920,19,True,10.0
194,2023-09-07 16:17:18.649793,63.9,73.5,409920,19,True,4.0
201,2023-09-07 16:17:18.703393,64.8,73.5,409920,19,True,9.0
209,2023-09-07 16:17:18.756820,65.9,73.5,409920,19,True,8.0
164,2023-09-07 16:17:18.810165,62.2,73.5,409920,19,True,7.0
206,2023-09-07 16:17:18.863609,65.5,73.5,409920,19,True,13.0
175,2023-09-07 16:17:18.916811,63.9,73.5,409920,19,True,6.0
191,2023-09-07 16:17:18.970447,63.4,73.5,409920,19,True,12.0
188,2023-09-07 16:17:19.023825,65.9,73.5,409920,19,True,13.0
176,2023-09-07 16:17:19.077119,64.0,73.5,409920,19,True,6.0
203,2023-09-07 16:17:19.130753,65.1,73.5,409920,19,True,15.0
178,2023-09-07 16:17:19.184217,64.3,73.5,409920,19,True,9.0
192,2023-09-07 16:17:19.237633,63.5,73.5,409920,19,True,13.0
185,2023-09-07 16:17:19.291129,65.5,73.5,409920,19,True,9.0
206,2023-09-07 16:17:19.344791,65.5,73.5,409920,19,True,14.0
169,2023-09-07 16:17:19.398155,63.0,73.5,409920,19,True,19.0
545,2023-09-07 16:17:19.470192,64.0,73.5,409920,19,True,9.0
263,2023-09-07 16:17:19.505694,72.4,73.5,409920,19,True,15.0
196,2023-09-07 16:17:19.558490,64.2,73.5,409920,19,True,8.0
215,2023-09-07 16:17:19.611351,66.7,73.5,409920,19,True,15.0
215,2023-09-07 16:17:19.663854,66.7,73.5,409920,19,True,7.0
175,2023-09-07 16:17:19.717149,63.9,73.5,409920,19,True,14.0
206,2023-09-07 16:17:19.771402,65.5,73.5,409920,19,True,16.0
203,2023-09-07 16:17:19.823971,65.1,73.5,409920,19,True,5.0
192,2023-09-07 16:17:19.877343,63.5,73.5,409920,19,True,14.0
177,2023-09-07 16:17:19.930722,64.2,73.5,409920,19,True,8.0
199,2023-09-07 16:17:19.984330,67.4,73.5,409920,19,True,11.0
170,2023-09-07 16:17:20.037623,63.1,73.5,409920,19,True,8.0
215,2023-09-07 16:17:20.091009,66.7,73.5,409920,19,True,9.0
207,2023-09-07 16:17:20.144550,65.6,73.5,409920,19,True,3.0
166,2023-09-07 16:17:20.198130,62.5,73.5,409920,19,True,4.0
212,2023-09-07 16:17:20.251745,66.3,73.5,409920,19,True,19.0
178,2023-09-07 16:17:20.305142,64.3,73.5,409920,19,True,13.0
212,2023-09-07 16:17:20.358741,66.3,73.5,409920,19,True,39.0
197,2023-09-07 16:17:20.412091,64.3,73.5,409920,19,True,53.0
376,2023-09-07 16:17:20.475630,63.0,73.5,409920,19,True,30.0
226,2023-09-07 16:17:20.519561,68.1,73.5,409920,19,True,56.0
206,2023-09-07 16:17:20.572198,65.5,73.5,409920,19,True,35.0
194,2023-09-07 16:17:20.625711,63.9,73.5,409920,19,True,56.0
185,2023-09-07 16:17:20.679007,65.5,73.5,409920,19,True,19.0
212,2023-09-07 16:17:20.732582,66.3,73.5,409920,19,True,49.0
186,2023-09-07 16:17:20.786108,62.7,73.5,409920,19,True,52.0
212,2023-09-07 16:17:20.839787,66.3,73.5,409920,19,True,27.0
194,2023-09-07 16:17:20.893147,63.9,73.5,409920,19,True,30.0
191,2023-09-07 16:17:20.946654,63.4,73.5,409920,19,True,4.0
186,2023-09-07 16:17:21.000106,65.6,73.5,409920,19,True,9.0
175,2023-09-07 16:17:21.053568,63.9,73.5,409920,19,True,8.0
185,2023-09-07 16:17:21.106962,65.5,73.5,409920,19,True,15.0
188,2023-09-07 16:17:21.160335,65.9,73.5,409920,19,True,14.0
189,2023-09-07 16:17:21.214004,63.1,73.5,409920,19,True,9.0
206,2023-09-07 16:17:21.267497,65.5,73.5,409920,19,True,17.0
194,2023-09-07 16:17:21.320962,63.9,73.5,409920,19,True,10.0
194,2023-09-07 16:17:21.374505,63.9,73.5,409920,19,True,14.0
212,2023-09-07 16:17:21.427983,66.3,73.5,409920,19,True,10.0
178,2023-09-07 16:17:21.481373,64.3,73.5,409920,19,True,11.0
176,2023-09-07 16:17:21.534736,64.0,73.5,409920,19,True,14.0
209,2023-09-07 16:17:21.588224,65.9,73.5,409920,19,True,8.0
197,2023-09-07 16:17:21.641717,64.3,73.5,409920,19,True,18.0
206,2023-09-07 16:17:21.695415,65.5,73.5,409920,19,True,8.0
189,2023-09-07 16:17:21.748881,63.1,73.5,409920,19,True,19.0
161,2023-09-07 16:17:21.802206,61.7,73.5,409920,19,True,19.0
209,2023-09-07 16:17:21.855868,65.9,73.5,409920,19,True,13.0
170,2023-09-07 16:17:21.909444,63.1,73.5,409920,19,True,19.0
185,2023-09-07 16:17:21.962885,65.5,73.5,409920,19,True,9.0
178,2023-09-07 16:17:22.016378,64.4,73.5,409920,19,True,22.0
607,2023-09-07 16:17:22.092433,63.3,73.5,409920,19,True,9.0
259,2023-09-07 16:17:22.123418,72.0,73.5,409920,19,True,23.0
194,2023-09-07 16:17:22.177107,63.9,73.5,409920,19,True,19.0
194,2023-09-07 16:17:22.230684,63.9,73.5,409920,19,True,10.0
204,2023-09-07 16:17:22.284072,65.2,73.5,409920,19,True,18.0
197,2023-09-07 16:17:22.337808,64.3,73.5,409920,19,True,10.0
183,2023-09-07 16:17:22.391157,65.1,73.5,409920,19,True,20.0
186,2023-09-07 16:17:22.444475,65.6,73.5,409920,19,True,8.0
194,2023-09-07 16:17:22.497960,63.9,73.5,409920,19,True,19.0
181,2023-09-07 16:17:22.551608,64.8,73.5,409920,19,True,20.0
178,2023-09-07 16:17:22.604930,64.3,73.5,409920,19,True,9.0
169,2023-09-07 16:17:22.658290,63.0,73.5,409920,19,True,21.0
209,2023-09-07 16:17:22.712295,65.9,73.5,409920,19,True,6.0
203,2023-09-07 16:17:22.765203,65.1,73.5,409920,19,True,17.0
212,2023-09-07 16:17:22.818956,66.3,73.5,409920,19,True,13.0
204,2023-09-07 16:17:22.872946,65.2,73.5,409920,19,True,9.0
221,2023-09-07 16:17:22.925959,67.5,73.5,409920,19,True,12.0
224,2023-09-07 16:17:22.979147,67.8,73.5,409920,19,True,11.0
212,2023-09-07 16:17:23.032398,66.3,73.5,409920,19,True,17.0
215,2023-09-07 16:17:23.085394,66.7,73.5,409920,19,True,12.0
225,2023-09-07 16:17:23.138353,67.9,73.5,409920,19,True,17.0
217,2023-09-07 16:17:23.191173,67.0,73.5,409920,19,True,20.0
224,2023-09-07 16:17:23.244872,67.8,73.5,409920,19,True,8.0
212,2023-09-07 16:17:23.298925,66.3,73.5,409920,19,True,18.0
212,2023-09-07 16:17:23.351671,66.3,73.5,409920,19,True,6.0
215,2023-09-07 16:17:23.404677,66.7,73.5,409920,19,True,14.0
415,2023-09-07 16:17:23.468916,64.4,73.5,409920,19,True,3.0
294,2023-09-07 16:17:23.511846,72.9,73.5,409920,19,True,13.0
218,2023-09-07 16:17:23.563724,67.1,73.5,409920,19,True,12.0
217,2023-09-07 16:17:23.616536,67.0,73.5,409920,19,True,8.0
206,2023-09-07 16:17:23.670291,65.5,73.5,409920,19,True,28.0
229,2023-09-07 16:17:23.723779,68.5,73.5,409920,19,True,10.0
217,2023-09-07 16:17:23.776685,67.0,73.5,409920,19,True,32.0
172,2023-09-07 16:17:23.829662,63.4,73.5,409920,19,False,32.0
209,2023-09-07 16:17:23.883105,65.9,73.5,409920,19,True,33.0
212,2023-09-07 16:17:23.936537,66.3,73.5,409920,19,True,31.0
197,2023-09-07 16:17:23.990040,64.3,73.5,409920,19,True,15.0
201,2023-09-07 16:17:24.043538,64.8,73.5,409920,19,True,33.0
192,2023-09-07 16:17:24.097112,63.5,73.5,409920,19,True,16.0
169,2023-09-07 16:17:24.150414,63.0,73.5,409920,19,True,29.0
212,2023-09-07 16:17:24.203942,66.3,73.5,409920,19,True,34.0
189,2023-09-07 16:17:24.257528,63.1,73.5,409920,19,True,14.0
172,2023-09-07 16:17:24.310648,63.4,73.5,409920,19,True,29.0
215,2023-09-07 16:17:24.364108,66.7,73.5,409920,19,True,12.0
175,2023-09-07 16:17:24.417612,63.9,73.5,409920,19,True,21.0
201,2023-09-07 16:17:24.471215,64.8,73.5,409920,19,True,15.0
185,2023-09-07 16:17:24.524621,65.5,73.5,409920,19,True,32.0
175,2023-09-07 16:17:24.577955,63.9,73.5,409920,19,True,26.0
204,2023-09-07 16:17:24.631516,65.2,73.5,409920,19,True,14.0
175,2023-09-07 16:17:24.684875,63.9,73.5,409920,19,True,24.0
188,2023-09-07 16:17:24.738296,63.0,73.5,409920,19,True,13.0
181,2023-09-07 16:17:24.791684,64.8,73.5,409920,19,True,19.0
197,2023-09-07 16:17:24.845090,64.3,73.5,409920,19,True,13.0
167,2023-09-07 16:17:24.898598,62.7,73.5,409920,19,True,17.0
206,2023-09-07 16:17:24.952031,65.5,73.5,409920,19,True,13.0
170,2023-09-07 16:17:25.005425,63.1,73.5,409920,19,True,9.0
212,2023-09-07 16:17:25.058830,66.3,73.5,409920,19,True,13.0
185,2023-09-07 16:17:25.112374,65.5,73.5,409920,19,True,3.0
189,2023-09-07 16:17:25.165877,63.1,73.5,409920,19,True,3.0
201,2023-09-07 16:17:25.219367,64.8,73.5,409920,19,True,4.0
175,2023-09-07 16:17:25.272919,63.9,73.5,409920,19,True,3.0
188,2023-09-07 16:17:25.326484,63.0,73.5,409920,19,True,4.0
212,2023-09-07 16:17:25.379981,66.3,73.5,409920,19,True,3.0
178,2023-09-07 16:17:25.433359,64.3,73.5,409920,19,True,3.0
204,2023-09-07 16:17:25.486909,65.2,73.5,409920,19,True,2.0
212,2023-09-07 16:17:25.540317,66.3,73.5,409920,19,True,5.0
194,2023-09-07 16:17:25.593805,63.9,73.5,409920,19,True,8.0
206,2023-09-07 16:17:25.647310,65.5,73.5,409920,19,True,6.0
192,2023-09-07 16:17:25.701308,63.5,73.5,409920,19,True,11.0
194,2023-09-07 16:17:25.753732,66.7,73.5,409920,19,True,7.0
209,2023-09-07 16:17:25.807170,65.9,73.5,409920,19,True,19.0
207,2023-09-07 16:17:25.860600,65.6,73.5,409920,19,True,8.0
194,2023-09-07 16:17:25.914179,63.9,73.5,409920,19,True,19.0
212,2023-09-07 16:17:25.967052,66.3,73.5,409920,19,True,20.0
186,2023-09-07 16:17:26.020457,65.6,73.5,409920,19,True,9.0
194,2023-09-07 16:17:26.073958,63.9,73.5,409920,19,True,24.0
204,2023-09-07 16:17:26.127663,65.2,73.5,409920,19,True,11.0
327,2023-09-07 16:17:26.189628,62.1,73.5,409920,19,True,19.0
265,2023-09-07 16:17:26.235389,69.9,73.5,409920,19,True,10.0
203,2023-09-07 16:17:26.288017,65.1,73.5,409920,19,True,22.0
175,2023-09-07 16:17:26.341342,63.9,73.5,409920,19,True,22.0
206,2023-09-07 16:17:26.394939,65.5,73.5,409920,19,True,12.0
206,2023-09-07 16:17:26.448381,65.5,73.5,409920,19,True,23.0
192,2023-09-07 16:17:26.501869,63.5,73.5,409920,19,True,15.0
203,2023-09-07 16:17:26.555285,65.1,73.5,409920,19,True,19.0
183,2023-09-07 16:17:26.608698,65.1,73.5,409920,19,True,10.0
188,2023-09-07 16:17:26.662181,63.0,73.5,409920,19,True,21.0
201,2023-09-07 16:17:26.715647,64.8,73.5,409920,19,True,19.0
197,2023-09-07 16:17:26.769022,64.3,73.5,409920,19,True,12.0
167,2023-09-07 16:17:26.822436,62.7,73.5,409920,19,True,21.0
181,2023-09-07 16:17:26.875779,64.8,73.5,409920,19,True,13.0
175,2023-09-07 16:17:26.929047,63.9,73.5,409920,19,True,19.0
167,2023-09-07 16:17:26.982393,62.7,73.5,409920,19,True,21.0
185,2023-09-07 16:17:27.035744,65.5,73.5,409920,19,True,11.0
170,2023-09-07 16:17:27.089043,63.1,73.5,409920,19,True,23.0
164,2023-09-07 16:17:27.142321,62.2,73.5,409920,19,True,13.0
185,2023-09-07 16:17:27.195568,65.5,73.5,409920,19,True,19.0
170,2023-09-07 16:17:27.248801,63.1,73.5,409920,19,True,13.0
167,2023-09-07 16:17:27.302074,62.7,73.5,409920,19,True,16.0
204,2023-09-07 16:17:27.356492,65.2,73.5,409920,19,True,15.0
632,2023-09-07 16:17:27.431393,64.4,73.5,409920,19,True,6.0
226,2023-09-07 16:17:27.462143,68.1,73.5,409920,19,True,16.0
231,2023-09-07 16:17:27.517988,63.7,73.5,409920,19,True,3.0
227,2023-09-07 16:17:27.568366,68.2,73.5,409920,19,True,6.0
194,2023-09-07 16:17:27.621726,63.9,73.5,409920,19,True,6.0
201,2023-09-07 16:17:27.675171,64.8,73.5,409920,19,True,28.0
486,2023-09-07 16:17:27.717566,82.8,73.5,409920,19,True,56.0
321,2023-09-07 16:17:27.772925,68.5,73.5,409920,19,True,10.0
248,2023-09-07 16:17:27.822691,68.0,73.5,409920,19,True,11.0
227,2023-09-07 16:17:27.874789,68.2,73.5,409920,19,True,10.0
240,2023-09-07 16:17:27.929890,64.7,73.5,409920,19,True,12.0
240,2023-09-07 16:17:27.980928,69.8,73.5,409920,19,True,21.0
212,2023-09-07 16:17:28.033597,66.3,73.5,409920,19,True,11.0
212,2023-09-07 16:17:28.087421,66.3,73.5,409920,19,True,23.0
215,2023-09-07 16:17:28.140260,66.7,73.5,409920,19,True,14.0
206,2023-09-07 16:17:28.193080,65.5,73.5,409920,19,True,22.0
212,2023-09-07 16:17:28.246778,66.3,73.5,409920,19,True,27.0
212,2023-09-07 16:17:28.299589,66.3,73.5,409920,19,True,11.0
206,2023-09-07 16:17:28.353344,65.5,73.5,409920,19,True,26.0
205,2023-09-07 16:17:28.406318,65.4,73.5,409920,19,True,11.0
209,2023-09-07 16:17:28.459648,65.9,73.5,409920,19,True,9.0
206,2023-09-07 16:17:28.512319,65.5,73.5,409920,19,True,6.0
197,2023-09-07 16:17:28.566135,64.3,73.5,409920,19,True,17.0
206,2023-09-07 16:17:28.619663,65.5,73.5,409920,19,True,29.0
194,2023-09-07 16:17:28.673092,63.9,73.5,409920,19,True,9.0
201,2023-09-07 16:17:28.726891,64.8,73.5,409920,19,True,13.0
207,2023-09-07 16:17:28.780588,65.6,73.5,409920,19,True,6.0
169,2023-09-07 16:17:28.834058,63.0,73.5,409920,19,True,10.0
188,2023-09-07 16:17:28.887479,65.9,73.5,409920,19,True,4.0
197,2023-09-07 16:17:28.940879,64.3,73.5,409920,19,True,9.0
172,2023-09-07 16:17:28.994249,63.4,73.5,409920,19,True,8.0
212,2023-09-07 16:17:29.047988,66.3,73.5,409920,19,True,7.0
539,2023-09-07 16:17:29.119467,63.7,73.5,409920,19,True,13.0
225,2023-09-07 16:17:29.155362,67.9,73.5,409920,19,True,6.0
197,2023-09-07 16:17:29.209205,64.3,73.5,409920,19,True,12.0
191,2023-09-07 16:17:29.262463,63.4,73.5,409920,19,True,13.0
224,2023-09-07 16:17:29.315053,67.8,73.5,409920,19,True,6.0
207,2023-09-07 16:17:29.368564,65.6,73.5,409920,19,True,15.0
197,2023-09-07 16:17:29.422203,64.3,73.5,409920,19,True,9.0
212,2023-09-07 16:17:29.475754,66.3,73.5,409920,19,True,13.0
357,2023-09-07 16:17:29.538780,63.0,73.5,409920,19,True,9.0
231,2023-09-07 16:17:29.583122,68.7,73.5,409920,19,True,14.0
203,2023-09-07 16:17:29.636001,65.1,73.5,409920,19,True,19.0
510,2023-09-07 16:17:29.703320,66.4,73.5,409920,19,True,9.0
215,2023-09-07 16:17:29.742486,66.7,73.5,409920,19,True,15.0
217,2023-09-07 16:17:29.795184,67.0,73.5,409920,19,True,8.0
203,2023-09-07 16:17:29.848886,65.1,73.5,409920,19,True,15.0
201,2023-09-07 16:17:29.902985,64.8,73.5,409920,19,True,7.0
188,2023-09-07 16:17:29.955270,65.9,73.5,409920,19,True,14.0
194,2023-09-07 16:17:30.008999,63.9,73.5,409920,19,True,16.0
172,2023-09-07 16:17:30.062368,63.4,73.5,409920,19,True,5.0
201,2023-09-07 16:17:30.115824,64.8,73.5,409920,19,True,14.0
197,2023-09-07 16:17:30.169216,64.3,73.5,409920,19,True,8.0
175,2023-09-07 16:17:30.222725,63.9,73.5,409920,19,True,11.0
204,2023-09-07 16:17:30.276143,65.2,73.5,409920,19,True,8.0
175,2023-09-07 16:17:30.329666,63.9,73.5,409920,19,True,9.0
206,2023-09-07 16:17:30.383191,65.5,73.5,409920,19,True,3.0
203,2023-09-07 16:17:30.435991,65.1,73.5,409920,19,True,4.0
200,2023-09-07 16:17:30.489505,64.7,73.5,409920,19,True,19.0
206,2023-09-07 16:17:30.543659,65.5,73.5,409920,19,True,13.0
212,2023-09-07 16:17:30.596176,66.3,73.5,409920,19,True,39.0
