execution_time,timestamp,cpu_utilization,memory_usage, cpu_temperature,pixel
0,2023-05-24 14:29:57.880547,0,0,0,0
0,2023-05-24 14:29:57.949240,0,0,0,0
0,2023-05-24 14:29:58.017858,0,0,0,0
0,2023-05-24 14:29:58.087099,0,0,0,0
0,2023-05-24 14:29:58.156048,0,0,0,0
0,2023-05-24 14:29:58.224508,0,0,0,0
0,2023-05-24 14:29:58.293885,0,0,0,0
0,2023-05-24 14:29:58.362035,0,0,0,0
0,2023-05-24 14:29:58.430609,0,0,0,0
0,2023-05-24 14:29:58.499349,0,0,0,0
0,2023-05-24 14:29:58.568089,0,0,0,0
0,2023-05-24 14:29:58.644709,0,0,0,0
0,2023-05-24 14:29:58.713915,0,0,0,0
0,2023-05-24 14:29:58.782944,0,0,0,0
0,2023-05-24 14:29:58.852378,0,0,0,0
0,2023-05-24 14:29:58.921838,0,0,0,0
0,2023-05-24 14:29:58.990373,0,0,0,0
0,2023-05-24 14:29:59.059156,0,0,0,0
0,2023-05-24 14:29:59.128260,0,0,0,0
0,2023-05-24 14:29:59.197289,0,0,0,0
0,2023-05-24 14:29:59.266125,0,0,0,0
0,2023-05-24 14:29:59.335227,0,0,0,0
0,2023-05-24 14:29:59.404179,0,0,0,0
0,2023-05-24 14:29:59.473627,0,0,0,0
0,2023-05-24 14:29:59.542285,0,0,0,0
0,2023-05-24 14:29:59.611221,0,0,0,0
0,2023-05-24 14:29:59.679802,0,0,0,0
0,2023-05-24 14:29:59.749081,0,0,0,0
0,2023-05-24 14:29:59.818426,0,0,0,0
0,2023-05-24 14:29:59.887362,0,0,0,0
0,2023-05-24 14:29:59.955812,0,0,0,0
0,2023-05-24 14:30:00.025109,0,0,0,0
0,2023-05-24 14:30:00.093923,0,0,0,0
0,2023-05-24 14:30:00.163154,0,0,0,0
0,2023-05-24 14:30:00.231972,0,0,0,0
0,2023-05-24 14:30:00.301259,0,0,0,0
0,2023-05-24 14:30:00.369879,0,0,0,0
0,2023-05-24 14:30:00.438964,0,0,0,0
0,2023-05-24 14:30:00.508264,0,0,0,0
0,2023-05-24 14:30:00.577043,0,0,0,0
0,2023-05-24 14:30:00.645643,0,0,0,0
0,2023-05-24 14:30:00.714173,0,0,0,0
0,2023-05-24 14:30:00.782658,0,0,0,0
0,2023-05-24 14:30:00.851725,0,0,0,0
0,2023-05-24 14:30:00.920554,0,0,0,0
0,2023-05-24 14:30:00.989464,0,0,0,0
0,2023-05-24 14:30:01.058135,0,0,0,0
0,2023-05-24 14:30:01.126090,0,0,0,0
0,2023-05-24 14:30:01.194672,0,0,0,0
0,2023-05-24 14:30:01.263211,0,0,0,0
0,2023-05-24 14:30:01.332435,0,0,0,0
0,2023-05-24 14:30:01.401311,0,0,0,0
0,2023-05-24 14:30:01.470237,0,0,0,0
0,2023-05-24 14:30:01.538871,0,0,0,0
0,2023-05-24 14:30:01.607777,0,0,0,0
0,2023-05-24 14:30:01.676729,0,0,0,0
0,2023-05-24 14:30:01.745220,0,0,0,0
0,2023-05-24 14:30:01.814388,0,0,0,0
0,2023-05-24 14:30:01.883837,0,0,0,0
0,2023-05-24 14:30:01.953171,0,0,0,0
0,2023-05-24 14:30:02.021984,0,0,0,0
0,2023-05-24 14:30:02.091134,0,0,0,0
0,2023-05-24 14:30:02.159690,0,0,0,0
0,2023-05-24 14:30:02.229415,0,0,0,0
0,2023-05-24 14:30:02.298589,0,0,0,0
0,2023-05-24 14:30:02.368011,0,0,0,0
0,2023-05-24 14:30:02.437470,0,0,0,0
0,2023-05-24 14:30:02.506736,0,0,0,0
0,2023-05-24 14:30:02.575710,0,0,0,0
0,2023-05-24 14:30:02.644777,0,0,0,0
0,2023-05-24 14:30:02.714202,0,0,0,0
0,2023-05-24 14:30:02.782854,0,0,0,0
0,2023-05-24 14:30:02.851846,0,0,0,0
0,2023-05-24 14:30:02.920925,0,0,0,0
0,2023-05-24 14:30:02.990091,0,0,0,0
0,2023-05-24 14:30:03.058768,0,0,0,0
0,2023-05-24 14:30:03.127327,0,0,0,0
0,2023-05-24 14:30:03.196195,0,0,0,0
0,2023-05-24 14:30:03.265026,0,0,0,0
0,2023-05-24 14:30:03.334571,0,0,0,0
0,2023-05-24 14:30:03.403391,0,0,0,0
0,2023-05-24 14:30:03.472027,0,0,0,0
0,2023-05-24 14:30:03.541190,0,0,0,0
0,2023-05-24 14:30:03.610551,0,0,0,0
0,2023-05-24 14:30:03.679775,0,0,0,0
0,2023-05-24 14:30:03.749340,0,0,0,0
0,2023-05-24 14:30:03.818211,0,0,0,0
0,2023-05-24 14:30:03.887631,0,0,0,0
0,2023-05-24 14:30:03.956261,0,0,0,0
0,2023-05-24 14:30:04.025563,0,0,0,0
0,2023-05-24 14:30:04.094136,0,0,0,0
0,2023-05-24 14:30:04.163045,0,0,0,0
0,2023-05-24 14:30:04.232063,0,0,0,0
0,2023-05-24 14:30:04.301153,0,0,0,0
0,2023-05-24 14:30:04.370055,0,0,0,0
0,2023-05-24 14:30:04.438914,0,0,0,0
0,2023-05-24 14:30:04.507358,0,0,0,0
0,2023-05-24 14:30:04.575959,0,0,0,0
0,2023-05-24 14:30:04.644900,0,0,0,0
0,2023-05-24 14:30:04.714078,0,0,0,0
0,2023-05-24 14:30:04.783015,0,0,0,0
0,2023-05-24 14:30:04.852353,0,0,0,0
0,2023-05-24 14:30:04.921245,0,0,0,0
0,2023-05-24 14:30:04.990557,0,0,0,0
0,2023-05-24 14:30:05.059174,0,0,0,0
0,2023-05-24 14:30:05.127681,0,0,0,0
0,2023-05-24 14:30:05.197037,0,0,0,0
0,2023-05-24 14:30:05.265893,0,0,0,0
0,2023-05-24 14:30:05.335013,0,0,0,0
0,2023-05-24 14:30:05.403575,0,0,0,0
0,2023-05-24 14:30:05.472971,0,0,0,0
0,2023-05-24 14:30:05.542086,0,0,0,0
0,2023-05-24 14:30:05.610439,0,0,0,0
0,2023-05-24 14:30:05.679634,0,0,0,0
0,2023-05-24 14:30:05.748094,0,0,0,0
0,2023-05-24 14:30:05.816728,0,0,0,0
0,2023-05-24 14:30:05.885110,0,0,0,0
0,2023-05-24 14:30:05.953803,0,0,0,0
0,2023-05-24 14:30:06.043204,0,0,0,0
0,2023-05-24 14:30:06.124339,0,0,0,0
0,2023-05-24 14:30:06.192344,0,0,0,0
0,2023-05-24 14:30:06.260857,0,0,0,0
0,2023-05-24 14:30:06.329218,0,0,0,0
0,2023-05-24 14:30:06.397655,0,0,0,0
0,2023-05-24 14:30:06.466900,0,0,0,0
0,2023-05-24 14:30:06.534937,0,0,0,0
0,2023-05-24 14:30:06.627198,0,0,0,0
0,2023-05-24 14:30:06.695716,0,0,0,0
0,2023-05-24 14:30:06.764826,0,0,0,0
0,2023-05-24 14:30:06.833098,0,0,0,0
0,2023-05-24 14:30:06.901708,0,0,0,0
0,2023-05-24 14:30:06.970841,0,0,0,0
0,2023-05-24 14:30:07.040401,0,0,0,0
1,2023-05-24 14:30:07.133066,0,0,0,0
0,2023-05-24 14:30:07.206827,0,0,0,0
0,2023-05-24 14:30:07.275331,0,0,0,0
0,2023-05-24 14:30:07.344543,0,0,0,0
0,2023-05-24 14:30:07.413287,0,0,0,0
0,2023-05-24 14:30:07.481861,0,0,0,0
0,2023-05-24 14:30:07.550793,0,0,0,0
0,2023-05-24 14:30:07.619608,0,0,0,0
0,2023-05-24 14:30:07.704385,0,0,0,0
1,2023-05-24 14:30:07.773937,0,0,0,0
0,2023-05-24 14:30:07.842773,0,0,0,0
0,2023-05-24 14:30:07.911614,0,0,0,0
0,2023-05-24 14:30:07.980325,0,0,0,0
0,2023-05-24 14:30:08.060333,0,0,0,0
0,2023-05-24 14:30:08.129656,0,0,0,0
0,2023-05-24 14:30:08.198797,0,0,0,0
0,2023-05-24 14:30:08.267932,0,0,0,0
0,2023-05-24 14:30:08.337526,0,0,0,0
0,2023-05-24 14:30:08.416644,0,0,0,0
0,2023-05-24 14:30:08.485658,0,0,0,0
0,2023-05-24 14:30:08.554458,0,0,0,0
0,2023-05-24 14:30:08.623288,0,0,0,0
1,2023-05-24 14:30:08.693045,0,0,0,0
1,2023-05-24 14:30:08.772604,0,0,0,0
0,2023-05-24 14:30:08.840208,0,0,0,0
0,2023-05-24 14:30:08.909760,0,0,0,0
1,2023-05-24 14:30:08.979235,0,0,0,0
1,2023-05-24 14:30:09.047571,0,0,0,0
0,2023-05-24 14:30:09.115257,0,0,0,0
1,2023-05-24 14:30:09.185195,0,0,0,0
0,2023-05-24 14:30:09.253542,0,0,0,0
1,2023-05-24 14:30:09.323394,0,0,0,0
1,2023-05-24 14:30:09.391875,0,0,0,0
0,2023-05-24 14:30:09.460634,0,0,0,0
0,2023-05-24 14:30:09.530005,0,0,0,0
0,2023-05-24 14:30:09.598845,0,0,0,0
0,2023-05-24 14:30:09.667932,0,0,0,0
0,2023-05-24 14:30:09.737158,0,0,0,0
0,2023-05-24 14:30:09.806027,0,0,0,0
0,2023-05-24 14:30:09.875641,0,0,0,0
0,2023-05-24 14:30:09.945113,0,0,0,0
0,2023-05-24 14:30:10.014026,0,0,0,0
1,2023-05-24 14:30:10.083841,0,0,0,0
0,2023-05-24 14:30:10.152073,0,0,0,0
0,2023-05-24 14:30:10.221643,0,0,0,0
1,2023-05-24 14:30:10.290644,0,0,0,0
0,2023-05-24 14:30:10.358977,0,0,0,0
0,2023-05-24 14:30:10.428237,0,0,0,0
1,2023-05-24 14:30:10.497942,0,0,0,0
0,2023-05-24 14:30:10.566250,0,0,0,0
0,2023-05-24 14:30:10.635793,0,0,0,0
0,2023-05-24 14:30:10.704753,0,0,0,0
0,2023-05-24 14:30:10.774217,0,0,0,0
0,2023-05-24 14:30:10.843614,0,0,0,0
0,2023-05-24 14:30:10.912594,0,0,0,0
0,2023-05-24 14:30:10.981936,0,0,0,0
0,2023-05-24 14:30:11.051140,0,0,0,0
0,2023-05-24 14:30:11.119721,0,0,0,0
0,2023-05-24 14:30:11.188788,0,0,0,0
0,2023-05-24 14:30:11.257292,0,0,0,0
0,2023-05-24 14:30:11.326443,0,0,0,0
0,2023-05-24 14:30:11.395631,0,0,0,0
0,2023-05-24 14:30:11.465182,0,0,0,0
1,2023-05-24 14:30:11.544731,0,0,0,0
0,2023-05-24 14:30:11.612293,0,0,0,0
0,2023-05-24 14:30:11.680929,0,0,0,0
0,2023-05-24 14:30:11.749849,0,0,0,0
1,2023-05-24 14:30:11.828834,0,0,0,0
0,2023-05-24 14:30:11.896517,0,0,0,0
0,2023-05-24 14:30:11.965244,0,0,0,0
0,2023-05-24 14:30:12.034678,0,0,0,0
0,2023-05-24 14:30:12.103440,0,0,0,0
0,2023-05-24 14:30:12.172368,0,0,0,0
0,2023-05-24 14:30:12.240913,0,0,0,0
0,2023-05-24 14:30:12.309950,0,0,0,0
0,2023-05-24 14:30:12.378217,0,0,0,0
0,2023-05-24 14:30:12.445964,0,0,0,0
0,2023-05-24 14:30:12.513941,0,0,0,0
0,2023-05-24 14:30:12.582711,0,0,0,0
0,2023-05-24 14:30:12.650669,0,0,0,0
0,2023-05-24 14:30:12.719136,0,0,0,0
0,2023-05-24 14:30:12.787406,0,0,0,0
0,2023-05-24 14:30:12.855449,0,0,0,0
0,2023-05-24 14:30:12.923255,0,0,0,0
0,2023-05-24 14:30:12.991637,0,0,0,0
0,2023-05-24 14:30:13.060178,0,0,0,0
0,2023-05-24 14:30:13.164599,0,0,0,0
0,2023-05-24 14:30:13.233536,0,0,0,0
0,2023-05-24 14:30:13.302704,0,0,0,0
0,2023-05-24 14:30:13.371339,0,0,0,0
0,2023-05-24 14:30:13.440136,0,0,0,0
0,2023-05-24 14:30:13.508736,0,0,0,0
0,2023-05-24 14:30:13.577634,0,0,0,0
0,2023-05-24 14:30:13.646913,0,0,0,0
0,2023-05-24 14:30:13.715460,0,0,0,0
0,2023-05-24 14:30:13.784403,0,0,0,0
0,2023-05-24 14:30:13.853075,0,0,0,0
0,2023-05-24 14:30:13.922171,0,0,0,0
0,2023-05-24 14:30:13.991431,0,0,0,0
0,2023-05-24 14:30:14.059968,0,0,0,0
0,2023-05-24 14:30:14.129324,0,0,0,0
0,2023-05-24 14:30:14.197899,0,0,0,0
0,2023-05-24 14:30:14.267101,0,0,0,0
0,2023-05-24 14:30:14.336083,0,0,0,0
0,2023-05-24 14:30:14.405235,0,0,0,0
0,2023-05-24 14:30:14.473950,0,0,0,0
0,2023-05-24 14:30:14.542414,0,0,0,0
0,2023-05-24 14:30:14.611553,0,0,0,0
0,2023-05-24 14:30:14.680117,0,0,0,0
0,2023-05-24 14:30:14.748423,0,0,0,0
0,2023-05-24 14:30:14.817432,0,0,0,0
0,2023-05-24 14:30:14.886413,0,0,0,0
0,2023-05-24 14:30:14.955181,0,0,0,0
0,2023-05-24 14:30:15.023879,0,0,0,0
0,2023-05-24 14:30:15.092692,0,0,0,0
0,2023-05-24 14:30:15.161207,0,0,0,0
0,2023-05-24 14:30:15.230357,0,0,0,0
0,2023-05-24 14:30:15.299747,0,0,0,0
0,2023-05-24 14:30:15.368884,0,0,0,0
0,2023-05-24 14:30:15.438456,0,0,0,0
0,2023-05-24 14:30:15.507407,0,0,0,0
0,2023-05-24 14:30:15.575802,0,0,0,0
0,2023-05-24 14:30:15.644795,0,0,0,0
0,2023-05-24 14:30:15.714034,0,0,0,0
0,2023-05-24 14:30:15.782450,0,0,0,0
0,2023-05-24 14:30:15.851543,0,0,0,0
0,2023-05-24 14:30:15.920884,0,0,0,0
0,2023-05-24 14:30:15.990174,0,0,0,0
0,2023-05-24 14:30:16.059311,0,0,0,0
0,2023-05-24 14:30:16.128324,0,0,0,0
0,2023-05-24 14:30:16.197027,0,0,0,0
0,2023-05-24 14:30:16.265964,0,0,0,0
0,2023-05-24 14:30:16.334346,0,0,0,0
0,2023-05-24 14:30:16.402933,0,0,0,0
0,2023-05-24 14:30:16.471830,0,0,0,0
0,2023-05-24 14:30:16.540130,0,0,0,0
0,2023-05-24 14:30:16.608628,0,0,0,0
0,2023-05-24 14:30:16.677065,0,0,0,0
0,2023-05-24 14:30:16.746152,0,0,0,0
0,2023-05-24 14:30:16.814414,0,0,0,0
0,2023-05-24 14:30:16.882983,0,0,0,0
0,2023-05-24 14:30:16.951760,0,0,0,0
0,2023-05-24 14:30:17.020246,0,0,0,0
0,2023-05-24 14:30:17.089544,0,0,0,0
0,2023-05-24 14:30:17.158765,0,0,0,0
0,2023-05-24 14:30:17.234925,0,0,0,0
0,2023-05-24 14:30:17.303242,0,0,0,0
0,2023-05-24 14:30:17.371695,0,0,0,0
0,2023-05-24 14:30:17.439778,0,0,0,0
0,2023-05-24 14:30:17.508758,0,0,0,0
0,2023-05-24 14:30:17.577739,0,0,0,0
0,2023-05-24 14:30:17.646997,0,0,0,0
0,2023-05-24 14:30:17.715454,0,0,0,0
0,2023-05-24 14:30:17.784559,0,0,0,0
0,2023-05-24 14:30:17.852935,0,0,0,0
0,2023-05-24 14:30:17.922250,0,0,0,0
0,2023-05-24 14:30:17.990689,0,0,0,0
0,2023-05-24 14:30:18.059749,0,0,0,0
0,2023-05-24 14:30:18.145402,0,0,0,0
0,2023-05-24 14:30:18.214028,0,0,0,0
0,2023-05-24 14:30:18.282770,0,0,0,0
0,2023-05-24 14:30:18.351728,0,0,0,0
0,2023-05-24 14:30:18.420659,0,0,0,0
0,2023-05-24 14:30:18.489130,0,0,0,0
0,2023-05-24 14:30:18.558202,0,0,0,0
0,2023-05-24 14:30:18.627548,0,0,0,0
0,2023-05-24 14:30:18.696774,0,0,0,0
0,2023-05-24 14:30:18.765625,0,0,0,0
0,2023-05-24 14:30:18.835003,0,0,0,0
0,2023-05-24 14:30:18.903817,0,0,0,0
0,2023-05-24 14:30:18.972554,0,0,0,0
0,2023-05-24 14:30:19.041937,0,0,0,0
0,2023-05-24 14:30:19.110753,0,0,0,0
0,2023-05-24 14:30:19.179514,0,0,0,0
0,2023-05-24 14:30:19.248877,0,0,0,0
0,2023-05-24 14:30:19.317201,0,0,0,0
0,2023-05-24 14:30:19.386330,0,0,0,0
0,2023-05-24 14:30:19.454908,0,0,0,0
0,2023-05-24 14:30:19.524270,0,0,0,0
0,2023-05-24 14:30:19.593600,0,0,0,0
0,2023-05-24 14:30:19.662296,0,0,0,0
0,2023-05-24 14:30:19.731257,0,0,0,0
0,2023-05-24 14:30:19.820571,0,0,0,0
0,2023-05-24 14:30:19.889705,0,0,0,0
0,2023-05-24 14:30:19.980654,0,0,0,0
0,2023-05-24 14:30:20.049994,0,0,0,0
0,2023-05-24 14:30:20.118816,0,0,0,0
0,2023-05-24 14:30:20.187414,0,0,0,0
0,2023-05-24 14:30:20.256425,0,0,0,0
0,2023-05-24 14:30:20.325661,0,0,0,0
0,2023-05-24 14:30:20.395406,0,0,0,0
0,2023-05-24 14:30:20.464783,0,0,0,0
0,2023-05-24 14:30:20.533266,0,0,0,0
0,2023-05-24 14:30:20.602030,0,0,0,0
0,2023-05-24 14:30:20.671405,0,0,0,0
0,2023-05-24 14:30:20.746824,0,0,0,0
0,2023-05-24 14:30:20.815816,0,0,0,0
0,2023-05-24 14:30:20.884823,0,0,0,0
0,2023-05-24 14:30:20.953755,0,0,0,0
0,2023-05-24 14:30:21.023052,0,0,0,0
0,2023-05-24 14:30:21.092089,0,0,0,0
0,2023-05-24 14:30:21.160639,0,0,0,0
0,2023-05-24 14:30:21.229297,0,0,0,0
0,2023-05-24 14:30:21.298449,0,0,0,0
0,2023-05-24 14:30:21.366818,0,0,0,0
0,2023-05-24 14:30:21.435705,0,0,0,0
0,2023-05-24 14:30:21.504302,0,0,0,0
0,2023-05-24 14:30:21.592500,0,0,0,0
0,2023-05-24 14:30:21.661357,0,0,0,0
0,2023-05-24 14:30:21.730104,0,0,0,0
0,2023-05-24 14:30:21.798811,0,0,0,0
0,2023-05-24 14:30:21.867149,0,0,0,0
0,2023-05-24 14:30:21.935681,0,0,0,0
0,2023-05-24 14:30:22.004361,0,0,0,0
0,2023-05-24 14:30:22.072258,0,0,0,0
0,2023-05-24 14:30:22.140308,0,0,0,0
0,2023-05-24 14:30:22.208479,0,0,0,0
0,2023-05-24 14:30:22.277134,0,0,0,0
0,2023-05-24 14:30:22.346164,0,0,0,0
0,2023-05-24 14:30:22.415057,0,0,0,0
0,2023-05-24 14:30:22.484345,0,0,0,0
0,2023-05-24 14:30:22.553375,0,0,0,0
0,2023-05-24 14:30:22.621873,0,0,0,0
0,2023-05-24 14:30:22.690386,0,0,0,0
0,2023-05-24 14:30:22.758901,0,0,0,0
0,2023-05-24 14:30:22.827670,0,0,0,0
0,2023-05-24 14:30:22.897006,0,0,0,0
0,2023-05-24 14:30:22.966065,0,0,0,0
0,2023-05-24 14:30:23.035288,0,0,0,0
0,2023-05-24 14:30:23.117153,0,0,0,0
0,2023-05-24 14:30:23.186448,0,0,0,0
0,2023-05-24 14:30:23.255643,0,0,0,0
0,2023-05-24 14:30:23.324568,0,0,0,0
0,2023-05-24 14:30:23.393128,0,0,0,0
0,2023-05-24 14:30:23.462047,0,0,0,0
0,2023-05-24 14:30:23.530974,0,0,0,0
0,2023-05-24 14:30:23.599635,0,0,0,0
0,2023-05-24 14:30:23.668765,0,0,0,0
0,2023-05-24 14:30:23.737154,0,0,0,0
0,2023-05-24 14:30:23.805938,0,0,0,0
0,2023-05-24 14:30:23.875277,0,0,0,0
0,2023-05-24 14:30:23.944240,0,0,0,0
0,2023-05-24 14:30:24.012985,0,0,0,0
0,2023-05-24 14:30:24.081356,0,0,0,0
0,2023-05-24 14:30:24.149816,0,0,0,0
0,2023-05-24 14:30:24.218512,0,0,0,0
0,2023-05-24 14:30:24.287333,0,0,0,0
0,2023-05-24 14:30:24.356112,0,0,0,0
0,2023-05-24 14:30:24.425430,0,0,0,0
0,2023-05-24 14:30:24.493797,0,0,0,0
0,2023-05-24 14:30:24.563071,0,0,0,0
0,2023-05-24 14:30:24.632182,0,0,0,0
0,2023-05-24 14:30:24.701512,0,0,0,0
0,2023-05-24 14:30:24.770431,0,0,0,0
0,2023-05-24 14:30:24.839632,0,0,0,0
0,2023-05-24 14:30:24.908619,0,0,0,0
0,2023-05-24 14:30:24.977630,0,0,0,0
0,2023-05-24 14:30:25.046602,0,0,0,0
0,2023-05-24 14:30:25.115155,0,0,0,0
0,2023-05-24 14:30:25.184153,0,0,0,0
0,2023-05-24 14:30:25.253033,0,0,0,0
0,2023-05-24 14:30:25.322226,0,0,0,0
0,2023-05-24 14:30:25.399980,0,0,0,0
0,2023-05-24 14:30:25.468806,0,0,0,0
0,2023-05-24 14:30:25.537474,0,0,0,0
0,2023-05-24 14:30:25.606476,0,0,0,0
0,2023-05-24 14:30:25.675563,0,0,0,0
0,2023-05-24 14:30:25.744734,0,0,0,0
0,2023-05-24 14:30:25.813569,0,0,0,0
0,2023-05-24 14:30:25.882101,0,0,0,0
0,2023-05-24 14:30:25.951312,0,0,0,0
0,2023-05-24 14:30:26.020004,0,0,0,0
1,2023-05-24 14:30:26.089561,0,0,0,0
0,2023-05-24 14:30:26.157496,0,0,0,0
0,2023-05-24 14:30:26.226628,0,0,0,0
0,2023-05-24 14:30:26.295638,0,0,0,0
0,2023-05-24 14:30:26.364475,0,0,0,0
0,2023-05-24 14:30:26.433590,0,0,0,0
0,2023-05-24 14:30:26.502890,0,0,0,0
0,2023-05-24 14:30:26.572245,0,0,0,0
0,2023-05-24 14:30:26.640958,0,0,0,0
0,2023-05-24 14:30:26.710181,0,0,0,0
0,2023-05-24 14:30:26.778450,0,0,0,0
0,2023-05-24 14:30:26.847359,0,0,0,0
0,2023-05-24 14:30:26.915635,0,0,0,0
0,2023-05-24 14:30:26.983566,0,0,0,0
0,2023-05-24 14:30:27.051735,0,0,0,0
0,2023-05-24 14:30:27.127019,0,0,0,0
0,2023-05-24 14:30:27.195823,0,0,0,0
0,2023-05-24 14:30:27.264021,0,0,0,0
0,2023-05-24 14:30:27.331999,0,0,0,0
0,2023-05-24 14:30:27.399761,0,0,0,0
0,2023-05-24 14:30:27.467864,0,0,0,0
0,2023-05-24 14:30:27.537194,0,0,0,0
0,2023-05-24 14:30:27.605321,0,0,0,0
0,2023-05-24 14:30:27.673184,0,0,0,0
0,2023-05-24 14:30:27.741889,0,0,0,0
0,2023-05-24 14:30:27.824108,0,0,0,0
0,2023-05-24 14:30:27.893288,0,0,0,0
0,2023-05-24 14:30:27.962029,0,0,0,0
0,2023-05-24 14:30:28.030522,0,0,0,0
0,2023-05-24 14:30:28.099638,0,0,0,0
0,2023-05-24 14:30:28.168420,0,0,0,0
0,2023-05-24 14:30:28.237321,0,0,0,0
0,2023-05-24 14:30:28.306330,0,0,0,0
0,2023-05-24 14:30:28.374704,0,0,0,0
0,2023-05-24 14:30:28.444211,0,0,0,0
0,2023-05-24 14:30:28.513066,0,0,0,0
0,2023-05-24 14:30:28.582208,0,0,0,0
0,2023-05-24 14:30:28.651016,0,0,0,0
0,2023-05-24 14:30:28.719984,0,0,0,0
0,2023-05-24 14:30:28.788932,0,0,0,0
0,2023-05-24 14:30:28.858440,0,0,0,0
0,2023-05-24 14:30:28.927720,0,0,0,0
0,2023-05-24 14:30:28.996927,0,0,0,0
0,2023-05-24 14:30:29.065815,0,0,0,0
0,2023-05-24 14:30:29.134894,0,0,0,0
0,2023-05-24 14:30:29.204157,0,0,0,0
0,2023-05-24 14:30:29.273192,0,0,0,0
