delta,timestamp
9,2022-02-07 22:49:34.418908
11,2022-02-07 22:49:34.454909
10,2022-02-07 22:49:34.491909
10,2022-02-07 22:49:34.519912
10,2022-02-07 22:49:34.554908
11,2022-02-07 22:49:34.590238
9,2022-02-07 22:49:34.625330
11,2022-02-07 22:49:34.658634
10,2022-02-07 22:49:34.692603
11,2022-02-07 22:49:34.726824
10,2022-02-07 22:49:34.763637
9,2022-02-07 22:49:34.797233
10,2022-02-07 22:49:34.830383
11,2022-02-07 22:49:34.868389
11,2022-02-07 22:49:34.904395
9,2022-02-07 22:49:34.939383
11,2022-02-07 22:49:34.975391
12,2022-02-07 22:49:35.011252
10,2022-02-07 22:49:35.045573
9,2022-02-07 22:49:35.079551
12,2022-02-07 22:49:35.114085
11,2022-02-07 22:49:35.148158
11,2022-02-07 22:49:35.184161
11,2022-02-07 22:49:35.217190
10,2022-02-07 22:49:35.251187
12,2022-02-07 22:49:35.287195
11,2022-02-07 22:49:35.322212
10,2022-02-07 22:49:35.355191
11,2022-02-07 22:49:35.390225
11,2022-02-07 22:49:35.423470
12,2022-02-07 22:49:35.458762
12,2022-02-07 22:49:35.494974
11,2022-02-07 22:49:35.528013
12,2022-02-07 22:49:35.561004
12,2022-02-07 22:49:35.594916
13,2022-02-07 22:49:35.628099
10,2022-02-07 22:49:35.662169
11,2022-02-07 22:49:35.694445
12,2022-02-07 22:49:35.729134
11,2022-02-07 22:49:35.762379
11,2022-02-07 22:49:35.795251
10,2022-02-07 22:49:35.830374
11,2022-02-07 22:49:35.867603
11,2022-02-07 22:49:35.899652
12,2022-02-07 22:49:35.917653
10,2022-02-07 22:49:35.935650
13,2022-02-07 22:49:35.957651
11,2022-02-07 22:49:35.971652
12,2022-02-07 22:49:35.997657
13,2022-02-07 22:49:36.012660
13,2022-02-07 22:49:36.041652
10,2022-02-07 22:49:36.054653
11,2022-02-07 22:49:36.066651
12,2022-02-07 22:49:36.090653
12,2022-02-07 22:49:36.103706
10,2022-02-07 22:49:36.115652
11,2022-02-07 22:49:36.139650
11,2022-02-07 22:49:36.152651
14,2022-02-07 22:49:36.177659
12,2022-02-07 22:49:36.190650
12,2022-02-07 22:49:36.213652
11,2022-02-07 22:49:36.248658
10,2022-02-07 22:49:36.287653
11,2022-02-07 22:49:36.322699
11,2022-02-07 22:49:36.355702
11,2022-02-07 22:49:36.391696
11,2022-02-07 22:49:36.425702
12,2022-02-07 22:49:36.461688
12,2022-02-07 22:49:36.493742
11,2022-02-07 22:49:36.528681
10,2022-02-07 22:49:36.558686
11,2022-02-07 22:49:36.593684
13,2022-02-07 22:49:36.631689
10,2022-02-07 22:49:36.664680
11,2022-02-07 22:49:36.698691
10,2022-02-07 22:49:36.731682
11,2022-02-07 22:49:36.765685
11,2022-02-07 22:49:36.798742
11,2022-02-07 22:49:36.833685
11,2022-02-07 22:49:36.867896
11,2022-02-07 22:49:36.901747
11,2022-02-07 22:49:36.933446
11,2022-02-07 22:49:36.968460
11,2022-02-07 22:49:37.002436
11,2022-02-07 22:49:37.034482
12,2022-02-07 22:49:37.073972
10,2022-02-07 22:49:37.102948
11,2022-02-07 22:49:37.139091
10,2022-02-07 22:49:37.170081
11,2022-02-07 22:49:37.205112
11,2022-02-07 22:49:37.235219
11,2022-02-07 22:49:37.269409
11,2022-02-07 22:49:37.305665
11,2022-02-07 22:49:37.338435
11,2022-02-07 22:49:37.370438
11,2022-02-07 22:49:37.403783
11,2022-02-07 22:49:37.437962
12,2022-02-07 22:49:37.471976
11,2022-02-07 22:49:37.504011
11,2022-02-07 22:49:37.539123
12,2022-02-07 22:49:37.574219
11,2022-02-07 22:49:37.612499
12,2022-02-07 22:49:37.652038
12,2022-02-07 22:49:37.691037
11,2022-02-07 22:49:37.724040
13,2022-02-07 22:49:37.750038
13,2022-02-07 22:49:37.774036
15,2022-02-07 22:49:37.791039
13,2022-02-07 22:49:37.821040
11,2022-02-07 22:49:37.842038
10,2022-02-07 22:49:37.874036
12,2022-02-07 22:49:37.909035
12,2022-02-07 22:49:37.945036
10,2022-02-07 22:49:37.977035
11,2022-02-07 22:49:38.012038
10,2022-02-07 22:49:38.045036
11,2022-02-07 22:49:38.081050
11,2022-02-07 22:49:38.116037
12,2022-02-07 22:49:38.149039
13,2022-02-07 22:49:38.186039
12,2022-02-07 22:49:38.219038
11,2022-02-07 22:49:38.253037
10,2022-02-07 22:49:38.289036
11,2022-02-07 22:49:38.324036
12,2022-02-07 22:49:38.360036
12,2022-02-07 22:49:38.392038
13,2022-02-07 22:49:38.427041
11,2022-02-07 22:49:38.460036
10,2022-02-07 22:49:38.493035
11,2022-02-07 22:49:38.527051
12,2022-02-07 22:49:38.562038
11,2022-02-07 22:49:38.596098
11,2022-02-07 22:49:38.631332
12,2022-02-07 22:49:38.668504
10,2022-02-07 22:49:38.707494
11,2022-02-07 22:49:38.736698
11,2022-02-07 22:49:38.769701
9,2022-02-07 22:49:38.802695
11,2022-02-07 22:49:38.836811
10,2022-02-07 22:49:38.872810
9,2022-02-07 22:49:38.907810
12,2022-02-07 22:49:38.945890
13,2022-02-07 22:49:38.979880
12,2022-02-07 22:49:39.011893
10,2022-02-07 22:49:39.044889
12,2022-02-07 22:49:39.079893
11,2022-02-07 22:49:39.111018
12,2022-02-07 22:49:39.145107
12,2022-02-07 22:49:39.180839
11,2022-02-07 22:49:39.212840
10,2022-02-07 22:49:39.245839
10,2022-02-07 22:49:39.281841
11,2022-02-07 22:49:39.315252
10,2022-02-07 22:49:39.348518
10,2022-02-07 22:49:39.386555
10,2022-02-07 22:49:39.419610
12,2022-02-07 22:49:39.455707
12,2022-02-07 22:49:39.488790
11,2022-02-07 22:49:39.522779
12,2022-02-07 22:49:39.558771
14,2022-02-07 22:49:39.598786
10,2022-02-07 22:49:39.626708
