timestamp,pixel,fps,pv,ra,stream,device,congestion
2023-10-09 17:28:38.936197,360,18,1.0,0.89,5,Orin,1
2023-10-09 17:28:40.472463,360,18,1.0,0.89,5,Orin,1
2023-10-09 17:28:41.702272,360,18,1.0,0.94,5,Orin,1
2023-10-09 17:35:08.166878,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:35:09.707323,360,14,1.0,0.79,8,Orin,1
2023-10-09 17:35:11.281336,360,14,0.93,0.79,8,Orin,1
2023-10-09 17:35:12.775690,360,14,0.93,0.86,8,Orin,1
2023-10-09 17:35:14.313730,360,14,0.93,0.93,8,Orin,1
2023-10-09 17:35:15.252933,360,14,1.0,0.93,8,Orin,1
2023-10-09 17:35:16.477667,360,14,1.0,0.93,8,Orin,1
2023-10-09 17:35:20.472343,360,14,1.0,0.93,8,Orin,1
2023-10-09 17:35:21.066844,360,14,1.0,1.0,8,Orin,1
2023-10-09 17:35:22.109703,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:35:23.522516,360,14,1.0,0.79,8,Orin,1
2023-10-09 17:35:24.675311,360,14,1.0,1.0,8,Orin,1
2023-10-09 17:35:26.001307,360,14,1.0,1.0,8,Orin,1
2023-10-09 17:35:27.532767,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:35:28.862878,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:35:30.593795,360,14,1.0,0.79,8,Orin,1
2023-10-09 17:35:31.949005,360,14,1.0,0.79,8,Orin,1
2023-10-09 17:35:33.363995,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:35:34.695760,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:35:36.072545,360,14,1.0,0.93,8,Orin,1
2023-10-09 17:35:37.455936,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:36:16.372264,360,14,1.0,1.0,8,Orin,1
2023-10-09 17:36:16.985570,360,14,1.0,1.0,8,Orin,1
2023-10-09 17:36:17.902102,360,14,0.93,0.86,8,Orin,1
2023-10-09 17:36:19.467568,360,14,1.0,0.93,8,Orin,1
2023-10-09 17:36:20.708275,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:36:22.099380,360,14,1.0,0.79,8,Orin,1
2023-10-09 17:36:23.733197,360,14,0.93,0.93,8,Orin,1
2023-10-09 17:36:24.871025,360,14,1.0,0.93,8,Orin,1
2023-10-09 17:36:26.507257,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:36:27.745294,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:36:29.445101,360,14,0.93,0.93,8,Orin,1
2023-10-09 17:36:30.486865,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:36:31.724988,360,14,1.0,1.0,8,Orin,1
2023-10-09 17:36:33.114540,360,14,1.0,0.93,8,Orin,1
2023-10-09 17:36:34.711598,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:36:36.118230,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:36:37.873057,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:36:39.092801,360,14,0.93,0.86,8,Orin,1
2023-10-09 17:36:40.738463,360,14,1.0,0.93,8,Orin,1
2023-10-09 17:36:41.966375,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:36:43.402089,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:36:44.728128,360,14,1.0,0.93,8,Orin,1
2023-10-09 17:36:49.544618,360,14,1.0,0.93,8,Orin,1
2023-10-09 17:36:50.463085,360,14,0.93,0.86,8,Orin,1
2023-10-09 17:36:51.428894,360,14,1.0,0.93,8,Orin,1
2023-10-09 17:36:53.286665,360,14,1.0,0.93,8,Orin,1
2023-10-09 17:36:54.433946,360,14,1.0,0.79,8,Orin,1
2023-10-09 17:36:56.137674,360,14,1.0,0.79,8,Orin,1
2023-10-09 17:36:57.832933,360,14,1.0,0.57,8,Orin,1
2023-10-09 17:36:59.372093,360,14,1.0,0.71,8,Orin,1
2023-10-09 17:37:00.910416,360,14,1.0,0.93,8,Orin,1
2023-10-09 17:37:02.451565,360,14,0.93,0.93,8,Orin,1
2023-10-09 17:37:04.299776,360,14,1.0,0.64,8,Orin,1
2023-10-09 17:37:06.134124,360,14,0.93,0.86,8,Orin,1
2023-10-09 17:37:07.680171,360,14,1.0,0.79,8,Orin,1
2023-10-09 17:37:09.410761,360,14,1.0,0.71,8,Orin,1
2023-10-09 17:37:10.741413,360,14,1.0,0.5,8,Orin,1
2023-10-09 17:37:11.967420,360,14,1.0,0.79,8,Orin,1
2023-10-09 17:37:13.817127,360,14,0.93,0.86,8,Orin,1
2023-10-09 17:37:15.040604,360,14,1.0,0.71,8,Orin,1
2023-10-09 17:37:16.208928,360,14,0.93,0.86,8,Orin,1
2023-10-09 17:37:18.135845,360,14,1.0,1.0,8,Orin,1
2023-10-09 17:37:19.240589,360,14,1.0,0.93,8,Orin,1
2023-10-09 17:37:23.240564,360,14,1.0,1.0,8,Orin,1
2023-10-09 17:37:23.738378,360,14,1.0,0.93,8,Orin,1
2023-10-09 17:37:24.498378,360,14,1.0,0.93,8,Orin,1
2023-10-09 17:37:26.408948,360,14,1.0,0.79,8,Orin,1
2023-10-09 17:37:27.827089,360,14,1.0,0.79,8,Orin,1
2023-10-09 17:37:29.533847,360,14,0.93,0.86,8,Orin,1
2023-10-09 17:37:30.834704,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:37:32.198280,360,14,1.0,0.71,8,Orin,1
2023-10-09 17:37:33.882962,360,14,0.93,0.86,8,Orin,1
2023-10-09 17:37:35.328370,360,14,1.0,0.79,8,Orin,1
2023-10-09 17:37:36.649089,360,14,1.0,0.93,8,Orin,1
2023-10-09 17:37:38.209545,360,14,1.0,0.93,8,Orin,1
2023-10-09 17:37:39.311875,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:37:40.852635,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:37:42.378455,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:37:44.737884,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:37:46.086667,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:37:47.912447,360,14,0.93,1.0,8,Orin,1
2023-10-09 17:37:49.147187,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:37:50.677082,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:37:52.207567,360,14,0.93,0.79,8,Orin,1
2023-10-09 17:37:57.435578,360,14,0.93,0.93,8,Orin,1
2023-10-09 17:37:57.848860,360,14,1.0,1.0,8,Orin,1
2023-10-09 17:37:58.658456,360,14,1.0,0.93,8,Orin,1
2023-10-09 17:37:59.955202,360,14,1.0,0.93,8,Orin,1
2023-10-09 17:38:01.435826,360,14,0.93,0.86,8,Orin,1
2023-10-09 17:38:02.960934,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:38:04.363079,360,14,1.0,0.93,8,Orin,1
2023-10-09 17:38:05.732429,360,14,0.93,0.79,8,Orin,1
2023-10-09 17:38:07.265117,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:38:08.802159,360,14,1.0,0.93,8,Orin,1
2023-10-09 17:38:10.131069,360,14,1.0,0.86,8,Orin,1
2023-10-09 17:38:11.870298,360,14,1.0,0.79,8,Orin,1
2023-10-09 17:38:13.409205,360,14,1.0,0.79,8,Orin,1
2023-10-09 17:38:14.510539,360,14,0.93,0.79,8,Orin,1
2023-10-09 17:38:15.725662,360,14,1.0,0.93,8,Orin,1
