execution_time,timestamp,cpu_utilization,memory_usage, cpu_temperature
26,2023-05-24 10:56:28.909330,0,0,0
23,2023-05-24 10:56:28.939364,0,0,0
37,2023-05-24 10:56:28.983691,0,0,0
29,2023-05-24 10:56:29.019165,0,0,0
25,2023-05-24 10:56:29.051252,0,0,0
26,2023-05-24 10:56:29.084744,0,0,0
33,2023-05-24 10:56:29.125218,0,0,0
29,2023-05-24 10:56:29.160647,0,0,0
24,2023-05-24 10:56:29.191670,0,0,0
29,2023-05-24 10:56:29.226880,0,0,0
28,2023-05-24 10:56:29.261836,0,0,0
26,2023-05-24 10:56:29.294182,0,0,0
25,2023-05-24 10:56:29.325811,0,0,0
26,2023-05-24 10:56:29.359117,0,0,0
24,2023-05-24 10:56:29.389813,0,0,0
24,2023-05-24 10:56:29.420683,0,0,0
32,2023-05-24 10:56:29.457468,0,0,0
28,2023-05-24 10:56:29.491250,0,0,0
39,2023-05-24 10:56:29.537240,0,0,0
23,2023-05-24 10:56:29.584107,0,0,0
32,2023-05-24 10:56:29.622479,0,0,0
24,2023-05-24 10:56:29.654279,0,0,0
27,2023-05-24 10:56:29.687181,0,0,0
21,2023-05-24 10:56:29.715436,0,0,0
25,2023-05-24 10:56:29.746821,0,0,0
24,2023-05-24 10:56:29.777018,0,0,0
21,2023-05-24 10:56:29.805089,0,0,0
24,2023-05-24 10:56:29.836300,0,0,0
31,2023-05-24 10:56:29.882365,0,0,0
28,2023-05-24 10:56:29.916973,0,0,0
28,2023-05-24 10:56:29.952205,0,0,0
27,2023-05-24 10:56:29.985770,0,0,0
26,2023-05-24 10:56:30.018130,0,0,0
30,2023-05-24 10:56:30.054622,0,0,0
29,2023-05-24 10:56:30.090701,0,0,0
29,2023-05-24 10:56:30.126021,0,0,0
29,2023-05-24 10:56:30.161492,0,0,0
28,2023-05-24 10:56:30.195551,0,0,0
26,2023-05-24 10:56:30.228892,0,0,0
27,2023-05-24 10:56:30.262735,0,0,0
26,2023-05-24 10:56:30.296089,0,0,0
28,2023-05-24 10:56:30.331286,0,0,0
31,2023-05-24 10:56:30.368342,0,0,0
29,2023-05-24 10:56:30.403779,0,0,0
28,2023-05-24 10:56:30.438617,0,0,0
28,2023-05-24 10:56:30.472925,0,0,0
28,2023-05-24 10:56:30.508329,0,0,0
28,2023-05-24 10:56:30.543462,0,0,0
30,2023-05-24 10:56:30.580145,0,0,0
28,2023-05-24 10:56:30.614905,0,0,0
36,2023-05-24 10:56:30.657820,0,0,0
26,2023-05-24 10:56:30.690294,0,0,0
28,2023-05-24 10:56:30.725776,0,0,0
27,2023-05-24 10:56:30.759077,0,0,0
30,2023-05-24 10:56:30.795686,0,0,0
28,2023-05-24 10:56:30.830910,0,0,0
31,2023-05-24 10:56:30.868550,0,0,0
29,2023-05-24 10:56:30.904119,0,0,0
31,2023-05-24 10:56:30.941735,0,0,0
31,2023-05-24 10:56:30.978893,0,0,0
28,2023-05-24 10:56:31.013870,0,0,0
31,2023-05-24 10:56:31.051429,0,0,0
26,2023-05-24 10:56:31.083513,0,0,0
26,2023-05-24 10:56:31.116204,0,0,0
26,2023-05-24 10:56:31.149026,0,0,0
30,2023-05-24 10:56:31.197589,0,0,0
26,2023-05-24 10:56:31.229934,0,0,0
26,2023-05-24 10:56:31.262232,0,0,0
26,2023-05-24 10:56:31.294496,0,0,0
29,2023-05-24 10:56:31.330211,0,0,0
28,2023-05-24 10:56:31.364691,0,0,0
28,2023-05-24 10:56:31.399308,0,0,0
28,2023-05-24 10:56:31.433074,0,0,0
